Date Raised,Town/City,Postcode,Flooding Category,Feedback Responsibility,Feedback Cause
2023-08-25,PLYMOUTH,PL7 4DA,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-08-25,FALMOUTH,TR11 2NE,External inside boundary of property,Private,Blockage Paper/Rag
2023-08-24,BODMIN,PL31 1HY,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-08-24,PAIGNTON,TQ4 7SN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-24,NEWTON ABBOT,TQ12 2NF,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-23,PLYMOUTH,PL5 1HD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-23,BARNSTAPLE,EX32 7EX,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-23,PLYMOUTH,PL2 1BE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-22,NEWQUAY,TR7 3HQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-22,FOWEY,PL23 1LW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-22,LAUNCESTON,PL15 9JE,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-22,PLYMOUTH,PL9 9UR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-22,BRIXHAM,TQ5 8HW,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-22,PAIGNTON,TQ4 7LG,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-08-22,NEWTON ABBOT,TQ12 6YD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-22,NEWTON ABBOT,TQ12 4LS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-21,OTTERY ST. MARY,EX11 1YA,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-21,GUNNISLAKE,PL18 9EX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-21,GUNNISLAKE,PL18 9EH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-21,ILFRACOMBE,EX34 0LN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-21,HOLSWORTHY,EX22 6HJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-21,IVYBRIDGE,PL21 0JA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-20,CRANTOCK,TR8 5ER,Internal Flooding,Private,Sewer condition
2023-08-20,GUNNISLAKE,PL18 9JL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-20,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-08-20,TRURO,TR3 6PQ,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-19,NEWQUAY,TR7 1RS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-19,SALTASH,PL12 4BA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-19,BARNSTAPLE,EX32 8EE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-19,DELABOLE,PL33 9DT,External inside boundary of property,Private,Blockage Paper/Rag
2023-08-19,COLYTON,EX24 6PJ,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-08-19,PAIGNTON,TQ3 2LT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-19,PLYMOUTH,PL8 2JS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-19,FALMOUTH,TR11 5TR,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-18,LOOE,PL13 2DT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-18,PLYMOUTH,PL3 6LG,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-18,HAYLE,TR27 4LP,Internal Flooding,Private,Equipment Failure
2023-08-18,CAMBORNE,TR14 7QT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-18,FALMOUTH,TR11 3QA,External outside bounday of property,Sewerage,Sewer condition
2023-08-17,PLYMOUTH,PL6 6AY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-17,GUNNISLAKE,PL18 9DX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-17,BARNSTAPLE,EX32 9HL,External inside boundary of property,Private,Blockage Paper/Rag
2023-08-17,BUDE,EX23 9SX,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-17,BIDEFORD,EX39 3AG,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-16,ST. AUSTELL,PL25 4JR,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-16,PAR,PL24 2NT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-16,CALLINGTON,PL17 8RA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-16,EXETER,EX6 7PS,External outside bounday of property,Sewerage,Blockage - Fat
2023-08-16,PLYMOUTH,PL1 4BT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-16,PAIGNTON,TQ4 5NR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-16,BIDEFORD,EX39 4BS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-16,TORRINGTON,EX38 8JW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-16,HELSTON,TR13 9EZ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-08-16,TOTNES,TQ9 5LR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-15,LYNMOUTH,EX35 6EF,External outside bounday of property,Sewerage,Partial Collapse-Sewerage
2023-08-15,BARNSTAPLE,EX32 8PL,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-14,PLYMOUTH,PL6 5ES,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-14,LYNTON,EX35 6DJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-14,LAUNCESTON,PL15 9AB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-14,PLYMOUTH,PL2 1RJ,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-08-14,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-14,TOTNES,TQ9 5TY,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-14,TOTNES,TQ9 5TY,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-14,TOTNES,TQ9 5TY,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-14,DARTMOUTH,TQ6 0AD,Internal Flooding,Sewerage,Partial Collapse-Sewerage
2023-08-14,SOUTH BRENT,TQ10 9EF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-14,TEIGNMOUTH,TQ14 8RD,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-14,TEIGNMOUTH,TQ14 0AL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-08-13,BUDE,EX23 9QY,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-13,BUDE,EX23 9QS,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-13,PENZANCE,TR18 5EQ,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-13,PAIGNTON,TQ3 3YS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-12,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-08-12,EXETER,EX2 5LA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-11,ST. AUSTELL,PL26 6AL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-11,REDRUTH,TR16 4JF,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-11,DARTMOUTH,TQ6 9NX,Internal Flooding,Private,Blockage non sewage debris
2023-08-11,DAWLISH,EX7 9LL,Internal Flooding,Private,Unknown But Not Public
2023-08-10,LISKEARD,PL14 3BS,Internal Flooding,Private,Blockage Paper/Rag
2023-08-10,SALTASH,PL12 4TA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-10,SOUTH MOLTON,EX36 3DQ,External inside boundary of property,Sewerage,Blockage - Silt
2023-08-10,BARNSTAPLE,EX31 3AZ,External outside bounday of property,Sewerage,Blockage - Fat
2023-08-10,WADEBRIDGE,PL27 6HB,External inside boundary of property,Private,Sewer condition
2023-08-10,EXETER,EX5 4BB,Internal Flooding,Private,Blockage Paper/Rag
2023-08-10,TORQUAY,TQ2 8HB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-10,TORQUAY,TQ2 6UT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-10,PLYMOUTH,PL9 8UE,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-10,TRURO,TR1 2SU,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-10,EXETER,EX4 4HL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-10,EXETER,EX6 8LD,External outside bounday of property,Sewerage,Blockage - Fat
2023-08-09,ST. AUSTELL,PL25 4QT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-09,BIDEFORD,EX39 2EW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-09,SALCOMBE,TQ8 8JQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-08,EXMOUTH,EX8 4PW,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-08,REDRUTH,TR15 1PP,External outside bounday of property,Sewerage,Hydraulic Overload
2023-08-07,BARNSTAPLE,EX32 7EL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-07,DULVERTON,TA22 9DF,External inside boundary of property,Sewerage,Sewer condition
2023-08-07,BIDEFORD,EX39 4HQ,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-07,BIDEFORD,EX39 3HX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-07,DAWLISH,EX7 9AE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-06,FOWEY,PL23 1LW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-06,TIVERTON,EX16 9NQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-06,BUCKFASTLEIGH,TQ11 0DN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-06,PAIGNTON,TQ3 3DF,Internal Flooding,Private,Blockage Paper/Rag
2023-08-06,KINGSBRIDGE,TQ7 4HL,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-06,ST IVES,TR26 1NB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-06,KINGSBRIDGE,TQ7 3NT,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-05,ST. AUSTELL,PL25 3TH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-05,LYNTON,EX35 6NS,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-08-05,PENZANCE,TR19 6BB,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-05,KINGSBRIDGE,TQ7 2BY,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-04,PLYMOUTH,PL6 5PG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-04,ILFRACOMBE,EX34 8JX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-04,BARNSTAPLE,EX31 4RY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-04,TORQUAY,TQ2 8PL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-04,HAYLE,TR27 4QT,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-04,HAYLE,TR27 4BQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-04,PENZANCE,TR18 5PZ,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-04,FALMOUTH,TR11 2PZ,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-04,SALCOMBE,TQ8 8LW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-03,LISKEARD,PL14 6EE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-03,LISKEARD,PL14 4EQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-03,TORPOINT,PL10 1NS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-03,BODMIN,PL31 2PW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-03,LAUNCESTON,PL15 8SS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-03,BIDEFORD,EX39 2RA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-03,PENZANCE,TR18 4DP,Internal Flooding,Sewerage,Sewer condition
2023-08-03,DAWLISH,EX7 0BD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-02,BRAUNTON,EX33 2JS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-02,OKEHAMPTON,EX20 1JA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-02,PLYMOUTH,PL2 1JQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-02,TORQUAY,TQ1 2HB,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-02,PLYMOUTH,PL7 2AN,External outside bounday of property,Sewerage,Blockage - Fat
2023-08-02,Plymouth,PL7 1SB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-02,PENZANCE,TR19 7BZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-02,PENZANCE,TR18 2JG,Internal Flooding,Private,Sewer condition
2023-08-02,FALMOUTH,TR11 2HU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-02,NEWTON ABBOT,TQ12 2BH,External outside bounday of property,Sewerage,Blockage - Fat
2023-08-02,DAWLISH,EX7 0BD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-02,PLYMOUTH,PL7  2HN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-01,ST COLUMB,TR9 6NA,External outside bounday of property,Sewerage,Sewer condition
2023-08-01,BRAUNTON,EX33 1HB,External outside bounday of property,Sewerage,Partial Collapse-Sewerage
2023-08-01,SEATON,EX12 2TF,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-01,TORQUAY,TQ2 7HT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-01,HAYLE,TR27 5DQ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-01,TOTNES,TQ9 6QY,External outside bounday of property,Sewerage,Blockage - Roots
2023-07-31,ST. AUSTELL,PL26 7JF,External inside boundary of property,Sewerage,Blockage - Roots
2023-07-31,CULLOMPTON,EX15 3DB,External outside bounday of property,Sewerage,Equipment Failure
2023-07-31,CREDITON,EX17 6HT,External inside boundary of property,Sewerage,Blockage - Roots
2023-07-31,PLYMOUTH,PL2 3PW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-31,PLYMOUTH,PL8 2NY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-31,PLYMOUTH,PL8 2NY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-31,Plymouth,PL7 1SB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-30,ST COLUMB,TR9 6NA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-30,LOSTWITHIEL,PL22 0AB,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-07-30,EXETER,EX4 7EL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-07-29,LISKEARD,PL14 5QL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-29,PAIGNTON,TQ4 5LT,External inside boundary of property,Private,Sewer condition
2023-07-29,TORRINGTON,EX38 8HE,External outside bounday of property,Distribution,Water Burst/Leak
2023-07-29,HOLSWORTHY,EX22 7FL,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-07-29,PLYMOUTH,PL9 9SF,External outside bounday of property,Sewerage,Blockage - Fat
2023-07-29,ST IVES,TR26 1NB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-28,LISKEARD,PL14 5EZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-28,BARNSTAPLE,EX32 7EL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-28,EXETER,EX6 8SD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-27,BARNSTAPLE,EX31 2JH,External inside boundary of property,Private,Blockage Paper/Rag
2023-07-27,PENZANCE,TR18 4AQ,Internal Flooding,Private,Sewer condition
2023-07-27,TRURO,TR1 3TT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-07-27,TEIGNMOUTH,TQ14 9LR,External outside bounday of property,Sewerage,Blockage - Roots
2023-07-27,TEIGNMOUTH,TQ14 8SX,Internal Flooding,Private,Blockage Paper/Rag
2023-07-27,NEWTON ABBOT,TQ12 5TT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-27,NEWTON ABBOT,TQ12 4NZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-27,NEWTON ABBOT,TQ12 2JW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-26,LISKEARD,PL14 3EG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-26,ILFRACOMBE,EX34 9RR,External inside boundary of property,Private,Blockage non sewage debris
2023-07-26,BARNSTAPLE,EX31 2HA,Internal Flooding,Private,Blockage Paper/Rag
2023-07-26,EXETER,EX6 6EQ,Internal Flooding,Private,Blockage non sewage debris
2023-07-26,BIDEFORD,EX39 1QF,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-07-26,NEWQUAY,TR8 5SE,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-25,LISKEARD,PL14 5QA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-25,Liskeard,PL14 3FL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-25,ILFRACOMBE,EX34 9AZ,Internal Flooding,Private,Blockage non sewage debris
2023-07-25,BUDE,EX23 9PP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-25,TRURO,TR1 3TT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-25,EXETER,EX4 5EA,External inside boundary of property,Sewerage,Blockage - Roots
2023-07-25,NEWTON ABBOT,TQ12 4NH,External outside bounday of property,Sewerage,Blockage - Roots
2023-07-24,ST. AUSTELL,PL26 6SB,External inside boundary of property,Sewerage,Sewer condition
2023-07-24,HONITON,EX14 4RH,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-07-24,PLYMOUTH,PL4 9NS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-07-24,TORQUAY,TQ2 5SP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-07-24,REDRUTH,TR16 4JH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-07-23,TORPOINT,PL11 2RB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-07-23,BARNSTAPLE,EX31 1SH,Internal Flooding,Sewerage,Blockage - Fat
2023-07-22,BUDE,EX23 8LJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-22,PLYMOUTH,PL3 6NY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-07-22,FALMOUTH,TR11 3AZ,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-07-21,ST. AUSTELL,PL26 8PG,Internal Flooding,Private,Blockage Paper/Rag
2023-07-21,FOWEY,PL23 1BX,External outside bounday of property,Sewerage,Partial Collapse-Sewerage
2023-07-21,LISKEARD,PL14 5RR,External inside boundary of property,Sewerage,Blockage non sewage debris
