Date Raised,Town/City,Postcode,Flooding Category,Feedback Responsibility,Feedback Cause
2023-06-05,BIDEFORD,EX39 3FG,External outside bounday of property,Sewerage,Blockage - Roots
2023-06-05,PENZANCE,TR19 6JY,Internal Flooding,Private,Blockage Paper/Rag
2023-06-05,TEIGNMOUTH,TQ14 8JZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-05,NEWTON ABBOT,TQ12 4QS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-04,LISKEARD,PL14 3JU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-04,ILFRACOMBE,EX34 8LU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-06-04,TOTNES,TQ9 7SJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-04,BRIXHAM,TQ5 8LH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-03,PLYMOUTH,PL9 8UQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-06-03,TRURO,TR1 1EL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-06-02,PLYMOUTH,PL6 8XE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-06-02,PLYMOUTH,PL5 4EU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-02,CALLINGTON,PL17 7NP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-06-02,TIVERTON,EX16 8NN,External inside boundary of property,Sewerage,Blockage - Roots
2023-06-02,DEVONPORT,PL1 4LB,External outside bounday of property,Sewerage,Equipment Failure
2023-06-02,PLYMOUTH,PL9 9TT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-06-02,SALCOMBE,TQ8 8JE,External outside bounday of property,Sewerage,Blockage - Fat
2023-06-02,NEWTON ABBOT,TQ12 2PU,External inside boundary of property,Sewerage,Blockage - Roots
2023-06-01,PLYMOUTH,PL5 1DS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-06-01,TIVERTON,EX16 7BH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-06-01,PLYMOUTH,PL4 0DN,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-06-01,ST. IVES,TR26 2SF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-31,BUDE,EX23 8AG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-31,NEWTON ABBOT,TQ13 0PH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-31,BIDEFORD,EX39 5JF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-31,PENZANCE,TR19 6TY,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-30,LISKEARD,PL14 3TP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-30,LOOE,PL13 1AF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-30,BARNSTAPLE,EX32 7BJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-30,BIDEFORD,EX39 4DQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-30,NEWTON ABBOT,TQ12 1BX,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-29,PLYMOUTH,PL6 8TN,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-29,PAR,PL24 2HJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-29,LOSTWITHIEL,PL22 0BZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-29,LOOE,PL13 2PJ,External inside boundary of property,Private,Blockage Paper/Rag
2023-05-29,BUCKFASTLEIGH,TQ11 0QA,External inside boundary of property,Private,Blockage Paper/Rag
2023-05-29,HAYLE,TR27 4NG,Internal Flooding,Private,Blockage Paper/Rag
2023-05-29,IVYBRIDGE,PL21 0NF,Internal Flooding,Private,Blockage Paper/Rag
2023-05-29,NEWTON ABBOT,TQ12 5BS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-28,LOOE,PL13 2PN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-28,BARNSTAPLE,EX32 7DU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-28,ST. IVES,TR26 2RS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-28,MARAZION,TR17 0EG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-28,EXETER,EX1 2EW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-28,DARTMOUTH,TQ6 9ED,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-27,ST. COLUMB,TR9 6BZ,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-27,WADEBRIDGE,PL27 7FH,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-27,TORQUAY,TQ2 7SP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-27,TORQUAY,TQ2 5DQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-27,REDRUTH,TR16 4LQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-27,BIDEFORD,EX39 3EL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-27,HELSTON,TR13 8EQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-26,SOUTH MOLTON,EX36 4PQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-26,CULLOMPTON,EX15 3DH,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-26,PENZANCE,TR18 2EG,Internal Flooding,Private,Blockage non sewage debris
2023-05-25,SIDMOUTH,EX10 0QZ,External outside bounday of property,Sewerage,Blockage - Roots
2023-05-25,LISKEARD,PL14 6LD,External outside bounday of property,Sewerage,Blockage - Roots
2023-05-25,LISKEARD,PL14 3JR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-25,TIVERTON,EX16 9PJ,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-25,CAMBORNE,TR14 8LT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-25,TAVISTOCK,PL19 8QD,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-25,BIDEFORD,EX39 5AE,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-25,TORRINGTON,EX38 7DQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-25,TRURO,TR4 9ET,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-25,NEWTON ABBOT,TQ12 1PH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-25,NEWTON ABBOT,TQ12 1EP,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-24,CALLINGTON,PL17 8JW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-24,CALLINGTON,PL17 7JJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-24,CALLINGTON,PL17 7JJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-24,BARNSTAPLE,EX32 0DQ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-24,NEWTON ABBOT,TQ13 7PJ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-24,PAIGNTON,TQ4 5LT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-24,HAYLE,TR27 6HP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-24,Salcombe,TQ8 8JJ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-24,TEIGNMOUTH,TQ14 8JZ,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-23,ST. AUSTELL,PL25 5AL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-23,WOODBURY,EX5 1EL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-23,BARNSTAPLE,EX32 7DW,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-23,HELSTON,TR13 9ED,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-23,EXETER,EX2 8SG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-22,PLYMOUTH,PL5 1PR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-22,TINTAGEL,PL34 0HE,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-22,CULLOMPTON,EX15 3DH,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-22,PAIGNTON,TQ4 7RD,External inside boundary of property,Sewerage,Third Party Damage
2023-05-22,REDRUTH,TR15 1NE,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-22,CAMBORNE,TR14 8TN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-22,PLYMOUTH,PL9 7HG,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-22,EXETER,EX4 9ET,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-22,SALCOMBE,TQ8 8BX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-22,KINGSBRIDGE,TQ7 2DU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-21,LOSTWITHIEL,PL22 0QL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-21,CULLOMPTON,EX15 1JS,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-21,HAYLE,TR27 5AH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-21,REDRUTH,TR16 4JF,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-21,HELSTON,TR13 8DW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-21,WOODBURY SALTERTON,EX5  1EW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-20,ST. AUSTELL,PL25 5AJ,External outside bounday of property,Sewerage,Partial Collapse-Sewerage
2023-05-20,LOOE,PL13 1EW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-20,WADEBRIDGE,PL27 7NE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-20,TIVERTON,EX16 9NS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-20,OKEHAMPTON,EX20 1AW,Internal Flooding,Private,Blockage Paper/Rag
2023-05-20,REDRUTH,TR15 3DH,External inside boundary of property,Sewerage,Blockage - Silt
2023-05-20,TRURO,TR1 3XE,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-05-20,TRURO,TR1 1QT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-20,EXETER,EX1 3HL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-20,TEIGNMOUTH,TQ14 8LF,External inside boundary of property,Sewerage,Equipment Failure
2023-05-20,TEIGNMOUTH,TQ14 8LF,External inside boundary of property,Sewerage,Equipment Failure
2023-05-20,NEWTON ABBOT,TQ12 4DE,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-20,ISLES OF SCILLY,TR21 0JQ,External outside bounday of property,Distribution,Damaged Cover
2023-05-19,ST. AUSTELL,PL26 6BX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-19,EXMOUTH,EX8 4BH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-19,LISKEARD,PL14 4HN,External outside bounday of property,Sewerage,Sewer condition
2023-05-19,ILFRACOMBE,EX34 9QG,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-19,BARNSTAPLE,EX32 0DQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-19,BARNSTAPLE,EX31 3SU,Internal Flooding,Private,Sewer condition
2023-05-19,LAUNCESTON,PL15 7QW,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-19,TORQUAY,TQ1 1HZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-19,HAYLE,TR27 4QU,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-19,FALMOUTH,TR11 4LA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-19,EXETER,EX4 1BS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-19,KINGSBRIDGE,TQ7 1DT,External outside bounday of property,Sewerage,Blockage - Roots
2023-05-19,NEWTON ABBOT,TQ12 3QG,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-18,EXETER,EX6 6AF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-18,NORTH TAWTON,EX20 2HP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-18,BIDEFORD,EX39 1JD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-18,TRURO,TR1 3TT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-17,ST. COLUMB,TR9 6AL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-17,LOSTWITHIEL,PL22 0QL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-17,LISKEARD,PL14 4AA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-17,TRURO,TR2 4LH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-17,EXETER,EX2 8SF,External inside boundary of property,Private,Blockage Paper/Rag
2023-05-16,PLYMOUTH,PL5 3RL,External outside bounday of property,Sewerage,Blockage - Roots
2023-05-16,NEWQUAY,TR7 1EP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-16,LISKEARD,PL14 4HN,External outside bounday of property,Sewerage,Sewer condition
2023-05-16,LISKEARD,PL14 3WP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-16,LOOE,PL13 2RB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-16,CULLOMPTON,EX15 3DB,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-16,PENZANCE,TR19 7BZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-16,NEWTON ABBOT,TQ12 2JH,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-15,TOPSHAM,EX3 0HF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-15,DELABOLE,PL33 9AT,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-05-15,LAUNCESTON,PL15 9ER,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-15,Hayle,TR27 6LQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-15,PENZANCE,TR18 5JG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-15,KINGSBRIDGE,TQ7 1DY,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-15,NEWTON ABBOT,TQ12 5PP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-15,NEWTON ABBOT,TQ12 1QR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-14,FOWEY,PL23 1QR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-14,BIDEFORD,EX39 1PH,Internal Flooding,Private,Blockage Paper/Rag
2023-05-14,HELSTON,TR13 8RX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-14,TOTNES,TQ9 5LR,Internal Flooding,Private,Blockage Paper/Rag
2023-05-14,TEIGNMOUTH,TQ14 0DS,Internal Flooding,Private,Blockage Paper/Rag
2023-05-14,DAWLISH,EX7 9LE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-14,DAWLISH,EX7 0AT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-13,ST. AUSTELL,PL26 7NF,External outside bounday of property,Sewerage,Blockage - Silt
2023-05-13,ST. AUSTELL,PL25 4PA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-13,PAR,PL24 2NF,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-05-13,EXETER,EX5 2BU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-13,BODMIN,PL31 1JT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-13,REDRUTH,TR16 4JX,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-13,EXETER,EX4 2EH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-13,DARTMOUTH,TQ6 9QT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-13,NEWTON ABBOT,TQ12 5AE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-13,NEWTON ABBOT,TQ12 4DS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-13,PLYMOUTH,PL6  7JW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-12,BARNSTAPLE,EX32 7RD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-12,BODMIN,PL31 1JH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-12,PADSTOW,PL28 8HD,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-12,CREDITON,EX17 3JD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-12,CAMBORNE,TR14 8JY,External outside bounday of property,Private,Blockage - Roots
2023-05-12,DEVON,EX1 1AF,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-05-11,NEWQUAY,TR7 2SS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-11,SIDMOUTH,EX10 8ES,Internal Flooding,Sewerage,Blockage - Roots
2023-05-11,BARNSTAPLE,EX32 9HL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-11,BARNSTAPLE,EX32 0HW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-11,BEAWORTHY,EX21 5NN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-11,HOLSWORTHY,EX22 7TG,External outside bounday of property,Sewerage,Suspected Hydraulic Overload
2023-05-11,TOTNES,TQ9 7BU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-11,NEWTON ABBOT,TQ12 1AY,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-05-11,DAWLISH,EX7 9NN,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-10,PLYMOUTH,PL5 4DE,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-10,ST. AUSTELL,PL26 8JA,Internal Flooding,Private,Blockage non sewage debris
2023-05-10,ST. AUSTELL,PL26 7PP,External inside boundary of property,Sewerage,Blockage - Silt
2023-05-10,SIDMOUTH,EX10 0AG,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-10,LOOE,PL13 2RP,External outside bounday of property,Sewerage,Blockage - Silt
2023-05-10,DEVON,EX33 2JG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-10,LAUNCESTON,PL15 8DY,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-10,TIVERTON,EX16 6EB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-10,CULLOMPTON,EX15 1LG,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-10,CULLOMPTON,EX15 1JP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-10,EXETER,EX6 7LX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-10,DEVON,TQ1 1ET,Internal Flooding,Private,Sewer condition
2023-05-10,PENZANCE,TR18 4BG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-10,EXETER,EX2 6EU,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-10,TEIGNMOUTH,TQ14 8LE,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-09,NEWQUAY,TR7 1SF,Internal Flooding,Sewerage,Partial Collapse-Sewerage
2023-05-09,ST. AUSTELL,PL26 6HX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-09,EXETER,EX5 1BT,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-09,OTTERY ST. MARY,EX11 1XA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-09,OTTERY ST. MARY,EX11 1XA,External inside boundary of property,Sewerage,Sewer condition
2023-05-09,OTTERY ST MARY,EX11 1UD,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-09,SIDMOUTH,EX10 0EU,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-09,BARNSTAPLE,EX31 3BU,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-09,BUDE,EX23 9RF,Internal Flooding,Sewerage,Hydraulic Overload
2023-05-09,BUDE,EX23 9RF,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-09,TORQUAY,TQ1 1BG,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-09,BIDEFORD,EX39 3HX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-09,WESTWARD HO,EX39 1LQ,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-09,UMBERLEIGH,EX37 9AZ,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-09,ST. IVES,TR26 1LF,Internal Flooding,Private,Blockage non sewage debris
2023-05-09,PENZANCE,TR20 8DW,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-09,LYME REGIS,DT7 3EB,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-09,TRURO,TR2 4LH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-09,PENRYN,TR10 8AG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-09,EXETER,EX2 8TY,Internal Flooding,Private,Hydraulic Overload
2023-05-09,EXETER,EX1 3EN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-09,EXETER,EX1 3EE,Internal Flooding,Sewerage,Hydraulic Overload
2023-05-09,EXETER,EX1 3EE,Internal Flooding,Sewerage,Hydraulic Overload
2023-05-09,EXETER,EX1 3DN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-08,ST. COLUMB,TR9 6LN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-08,ST. AUSTELL,PL25 5DL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,ST. AUSTELL,PL25 5DL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,ST. AUSTELL,PL25 5DL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,BARNSTAPLE,EX31 3DU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-08,BARNSTAPLE,EX31 2JX,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,BARNSTAPLE,EX31 2EG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-08,NEWTON ABBOT,TQ13 7DH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-08,HAYLE,TR27 4JL,External inside boundary of property,Sewerage,Suspected Hydraulic Overload
2023-05-08,CAMBORNE,TR14 7LR,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-08,BIDEFORD,EX39 1XY,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,BIDEFORD,EX39 1XY,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,BIDEFORD,EX39 1XY,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,PLYMOUTH,PL9 9HP,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,PENZANCE,TR19 7JG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-08,HELSTON,TR13 8AF,External inside boundary of property,Sewerage,Hydraulic Overload
2023-05-08,TRURO,TR3 7NU,Internal Flooding,Private,Sewer condition
2023-05-08,TRURO,TR2 4LH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-08,KINGSBRIDGE,TQ7 3TB,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-08,BARNSTAPLE,EX31 3TX,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-07,EXETER,EX2 7TD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-07,LISKEARD,PL14 5BX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-07,LISKEARD,PL14 3AG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-07,BIDEFORD,EX39 3EJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-07,BIDEFORD,EX39 3EJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-07,EXETER,EX1 3QA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-07,DAWLISH,EX7 9FF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-06,BARNSTAPLE,EX31 3AA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-06,BUDE,EX23 9BT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-06,CULLOMPTON,EX15 1EU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-06,PLYMOUTH,PL5 1BL,External outside bounday of property,Sewerage,Hydraulic Overload
2023-05-06,REDRUTH,TR16 6HW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-06,FALMOUTH,TR11 3DS,Internal Flooding,Private,Blockage Paper/Rag
2023-05-05,FOWEY,PL23 1EA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-05,BARNSTAPLE,EX31 3AA,Internal Flooding,Private,Blockage Paper/Rag
2023-05-05,BODMIN,PL31 2PH,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-05,LAUNCESTON,PL15 8EA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-05,KINGSBRIDGE,TQ7 3EY,External inside boundary of property,Sewerage,Blockage - Fat
2023-05-05,TORQUAY,TQ2 6DN,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-05-05,TORQUAY,TQ2 6AR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-05,BIDEFORD,EX39 3BW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-05,OKEHAMPTON,EX20 4EQ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-05,PENRYN,TR10 8AQ,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-04,PAR,PL24 2TL,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-04,EXETER,EX5 2DT,Internal Flooding,Sewerage,Blockage non sewage debris
2023-05-04,TORRINGTON,EX38 7DL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-04,EXETER,EX4 4AZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-03,LYNMOUTH,EX35 6EH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-03,CULLOMPTON,EX15 1HT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-03,CREDITON,EX17 5JD,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-03,TAVISTOCK,PL19 8AN,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-03,HOLSWORTHY,EX22 6HN,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-03,DAWLISH,EX7 9NN,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-05-02,ST. AUSTELL,PL25 3UY,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-02,Looe,PL13 2QZ,External outside bounday of property,Sewerage,Blockage - Fat
2023-05-02,PLYMOUTH,PL1 5BX,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-05-02,TORQUAY,TQ1 3HA,Internal Flooding,Private,Blockage Paper/Rag
2023-05-02,Truro,TR4 8HL,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-05-02,CAMBORNE,TR14 7QS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-05-02,BIDEFORD,EX39 6BJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-02,PLYMOUTH,PL7 5EA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-05-02,HELSTON,TR13 0SL,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-02,LYME REGIS,DT7 3EN,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-02,TRURO,TR2 4BH,External inside boundary of property,Sewerage,Blockage - Roots
2023-05-02,TRURO,TR1 1SE,External inside boundary of property,Private,Blockage Paper/Rag
