Reports - Group Journal - 01/01/2023 - 31/12/2023 - All - 0 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,,,,,,,,,,,,,,,,,,,
Company Confidential,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Event Id,PropertyId,Property_Type,Max Depth,Interceptor,InterceptorRemoval,Greater24Hours,Occ Basement,CauseOfBlockage,OSPostcode,OSRoad,OSPostTown,OSCounty,Flood Incident Date,SewTypeCode,FloodCatCode,FloodLevelCode,FloodLocCode,Rainfall Return,Job Creation Date,Asset Owner
511980,1183185,House/ Flat,Less than 30 mm,,,,,PR,TN13 2XX,POUNSLEY ROAD,SEVENOAKS,KENT,2023-04-16 00:00:00,F,B,A,E,0,2023-05-26 00:00:00,TWUL (EX S24)
510493,1161398,House/ Flat,,,,,,UK,TN13 2XX,POUNSLEY ROAD,SEVENOAKS,KENT,2023-01-17 00:00:00,F,B,A,E,0,2023-03-23 00:00:00,TWUL (EX S24)
509443,1142159,House/ Flat,Less than 30 mm,,,,Yes,FG,SE1 8XX,BELVEDERE ROAD,LONDON,,2023-01-18 00:00:00,F,B,B,I,0,2023-02-17 00:00:00,TWUL (LOCAL)
516610,1133223,Commercial,Less than 30 mm,No,No,Yes,No,UK,KT1 1XX,CLARENCE STREET,KINGSTON UPON THAMES,,2023-12-10 00:00:00,F,B,A,E,0,2023-12-11 00:00:00,TWUL (LOCAL)
509441,1181765,House/ Flat,Less than 30 mm,,,,Yes,FG,SE1 8XX,BELVEDERE ROAD,LONDON,,2023-01-16 00:00:00,F,B,B,I,2,2023-02-17 00:00:00,TWUL (LOCAL)
514519,1184556,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG1 3XX,CUMBERLAND ROAD,READING,,2023-10-12 00:00:00,F,B,A,E,0,2023-10-12 00:00:00,TWUL (LOCAL)
509962,1182063,House/ Flat,Less than 30 mm,No,No,No,No,UK,CM21 9XX,LONDON ROAD,SAWBRIDGEWORTH,,2023-03-03 00:00:00,F,B,A,E,0,2023-03-03 00:00:00,TWUL (EX S24)
509444,1181765,House/ Flat,Less than 30 mm,,,,Yes,FG,SE1 8XX,BELVEDERE ROAD,LONDON,,2023-01-18 00:00:00,F,B,B,I,0,2023-02-17 00:00:00,TWUL (LOCAL)
509442,1181244,Commercial,Less than 30 mm,,,,Yes,FG,SE1 8XX,BELVEDERE ROAD,LONDON,,2023-01-18 00:00:00,F,B,B,I,0,2023-02-17 00:00:00,TWUL (LOCAL)
508533,1181244,Commercial,Less than 30 mm,,,,Yes,FG,SE1 8XX,BELVEDERE ROAD,LONDON,,2023-01-16 00:00:00,F,B,B,I,2,2023-01-19 00:00:00,TWUL (LOCAL)
514693,1162232,Commercial,Less than 30 mm,,,Yes,Yes,FG,SE10 0XX,WOOLWICH ROAD,LONDON,,2023-08-09 00:00:00,F,B,B,I,0,2023-10-19 00:00:00,TWUL (LOCAL)
508328,1181147,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE10 0XX,TUNNEL AVENUE,LONDON,,2023-01-14 00:00:00,F,B,A,E,0,2023-01-14 00:00:00,TWUL (EX S24)
508329,1181148,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE10 0XX,TUNNEL AVENUE,LONDON,,2023-01-14 00:00:00,F,B,A,E,0,2023-01-14 00:00:00,TWUL (EX S24)
512927,1183671,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,SE10 8XX,BLACKHEATH ROAD,LONDON,,2023-07-17 00:00:00,F,B,A,E,0,2023-07-18 00:00:00,UNKNOWN
516584,1185468,Commercial,Less than 30 mm,,,,,FG,SE10 8XX,GREENWICH SOUTH STREET,LONDON,,2023-12-10 00:00:00,F,B,Z,Y,0,2023-12-12 00:00:00,TWUL (EX S24)
508994,1181510,Commercial,Less than 30 mm,,,,,FG,SE10 8XX,ROYAL HILL,LONDON,,2023-01-30 00:00:00,F,B,Z,I,0,2023-02-01 00:00:00,TWUL (EX S24)
511652,1183018,Commercial,Less than 30 mm,,,,,FG,SE10 8XX,GREENWICH SOUTH STREET,LONDON,,2023-04-25 00:00:00,F,B,A,E,0,2023-05-10 00:00:00,TWUL (LOCAL)
511656,1183020,House/ Flat,Less than 30 mm,,,,,PR,SE10 8XX,GREENWICH SOUTH STREET,LONDON,,2023-04-26 00:00:00,F,B,A,I,0,2023-05-10 00:00:00,TWUL (EX S24)
516926,1178740,Commercial,30 to 299mm,No,No,No,No,UK,SE10 9XX,TRAFALGAR ROAD,LONDON,,2023-12-19 00:00:00,F,B,A,E,0,2023-12-19 00:00:00,TWUL (LOCAL)
512000,1183199,Commercial,Less than 30 mm,,,,,UK,SE11 4XX,KENNINGTON PARK ROAD,LONDON,,2023-05-29 00:00:00,F,B,A,I,0,2023-05-29 00:00:00,TWUL (LOCAL)
509530,1181823,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE11 5XX,MONTFORD PLACE,LONDON,,2023-02-18 00:00:00,F,B,A,E,0,2023-02-20 00:00:00,TWUL (LOCAL)
512155,1166006,House/ Flat,Less than 30 mm,,,,,FG,SE12 0XX,BARING ROAD,LONDON,,2023-06-02 00:00:00,F,B,A,E,0,2023-06-06 00:00:00,TWUL (LOCAL)
513764,1184174,Commercial,Less than 30 mm,,,,,3RDPARTY,SE12 0XX,BARING ROAD,LONDON,,2023-09-06 00:00:00,F,B,A,I,0,2023-09-14 00:00:00,TRANSFERRED ASSET (2011)
511705,1183050,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE12 0XX,BURNT ASH HILL,LONDON,,2023-05-13 00:00:00,C,B,A,E,0,2023-05-13 00:00:00,TWUL (EX S24)
513138,1161945,House/ Flat,Less than 30 mm,,,,,UK,SE12 0XX,BARING ROAD,LONDON,,2023-08-02 00:00:00,F,B,A,S,2,2023-08-03 00:00:00,TWUL (EX S24)
509104,1181571,House/ Flat,Less than 30 mm,,,,,PR,SE12 0XX,DALLINGER ROAD,LONDON,,2023-02-04 00:00:00,F,B,A,Y,0,2023-02-05 00:00:00,TWUL (LOCAL)
512873,1183642,House/ Flat,30 to 299mm,No,No,Yes,No,UK,SE12 9XX,MARVELS LANE,LONDON,,2023-07-12 00:00:00,C,B,A,E,0,2023-07-13 00:00:00,TWUL (EX S24)
514653,1184611,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE13 5XX,GILMORE ROAD,LONDON,,2023-10-17 00:00:00,F,B,A,E,0,2023-10-17 00:00:00,TWUL (EX S24)
516491,1149429,House/ Flat,Less than 30 mm,No,No,Yes,No,,SE13 5XX,BELMONT PARK,LONDON,,2023-12-08 00:00:00,F,C,A,E,0,2023-12-08 00:00:00,TWUL (EX S24)
508753,1171114,Commercial,Less than 30 mm,,,,,FG,SE13 5XX,LEE HIGH ROAD,LONDON,,2023-01-20 00:00:00,F,B,A,I,0,2023-01-25 00:00:00,TWUL (LOCAL)
512001,1171114,Commercial,Less than 30 mm,,,,,DEBRIS,SE13 5XX,LEE HIGH ROAD,LONDON,,2023-05-29 00:00:00,F,B,A,I,0,2023-05-30 00:00:00,TWUL (EX S24)
512970,1171659,House/ Flat,Less than 30 mm,,,,,,SE13 5XX,LEE HIGH ROAD,LONDON,,2023-05-29 00:00:00,F,K,A,I,0,2023-07-20 00:00:00,TWUL (EX S24)
508638,1181313,Commercial,Less than 30 mm,,,,,FG,SE13 5XX,LEE HIGH ROAD,LONDON,,2023-01-20 00:00:00,F,B,A,I,0,2023-01-22 00:00:00,TWUL (LOCAL)
510650,1149513,Commercial,Less than 30 mm,,,,,FG,SE13 6XX,LEWISHAM HIGH ST,LONDON,,2023-03-28 00:00:00,F,B,A,Y,0,2023-03-29 00:00:00,TWUL (LOCAL)
514474,1143396,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE13 6XX,LEWIS GROVE,LONDON,,2023-10-10 00:00:00,F,B,Z,E,0,2023-10-10 00:00:00,TWUL (EX S24)
512229,1183311,Commercial,Less than 30 mm,,,,,FG,SE13 6XX,COURTHILL ROAD,LONDON,,2023-05-17 00:00:00,C,B,B,I,0,2023-06-12 00:00:00,TWUL (EX S24)
511969,1183180,House/ Flat,Less than 30 mm,,,Yes,,DEBRIS,SE13 6XX,HITHER GREEN LANE,LONDON,,2023-05-25 00:00:00,F,B,B,I,0,2023-05-26 00:00:00,TWUL (EX S24)
508243,1088143,House/ Flat,Less than 30 mm,No,No,No,Yes,UK,SE13 6XX,MOUNT PLEASANT ROAD,LONDON,,2023-01-10 00:00:00,F,B,A,E,0,2023-01-11 00:00:00,TWUL (EX S24)
516964,1143234,Commercial,Less than 30 mm,No,No,No,No,UK,SE13 6XX,SPRINGBANK ROAD,LONDON,,2023-12-21 00:00:00,F,B,A,E,0,2023-12-21 00:00:00,TWUL (EX S24)
513777,1184182,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE13 7XX,ERMINE ROAD,LONDON,,2023-09-14 00:00:00,F,B,A,E,0,2023-09-14 00:00:00,TWUL (EX S24)
508397,1181179,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE13 7XX,MORDEN HILL,LONDON,,2023-01-16 00:00:00,F,B,A,E,3,2023-01-16 00:00:00,TWUL (EX S24)
514029,1184297,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,UB1 2XX,ALLENDALE AVENUE,SOUTHALL,MIDDLESEX,2023-09-24 00:00:00,F,B,A,E,0,2023-09-24 00:00:00,TWUL (EX S24)
509218,1181643,Commercial,Less than 30 mm,,,Yes,,FG,GL54 2XX,BOURTON INDUSTRIAL PARK,CHELTENHAM,,2023-02-07 00:00:00,F,B,A,I,0,2023-02-09 00:00:00,TWUL (LOCAL)
508665,1181321,House/ Flat,Less than 30 mm,No,No,No,No,UK,IG1 2XX,JASMINE CLOSE,ILFORD,,2023-01-22 00:00:00,F,B,A,E,0,2023-01-22 00:00:00,TWUL (EX S24)
517165,1185782,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,IG1 2XX,BRITANNIA ROAD,ILFORD,ESSEX,2023-12-29 00:00:00,F,B,A,E,0,2023-12-30 00:00:00,TWUL (EX S24)
512880,1152420,House/ Flat,Less than 30 mm,,,,,FG,IG1 2XX,HOWARD ROAD,ILFORD,ESSEX,2023-06-21 00:00:00,F,B,A,E,0,2023-07-14 00:00:00,TWUL (EX S24)
514018,1184293,House/ Flat,Less than 30 mm,No,No,No,No,UK,IG1 2XX,HICKLING ROAD,ILFORD,ESSEX,2023-09-22 00:00:00,F,B,A,E,5,2023-09-22 00:00:00,TWUL (EX S24)
511395,1099681,Commercial,Less than 30 mm,,,,Yes,FG,IG1 2XX,ILFORD LANE,ILFORD,,2023-04-08 00:00:00,F,B,Z,Y,0,2023-04-25 00:00:00,TWUL (EX S24)
515230,1184855,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG1 3XX,REGENT STREET,READING,,2023-11-03 00:00:00,F,B,A,E,0,2023-11-04 00:00:00,TWUL (LOCAL)
513012,1088736,House/ Flat,Less than 30 mm,,,,,,RG1 3XX,CHOLMELEY ROAD,READING,,2023-06-11 00:00:00,F,H,Z,Y,50,2023-07-25 00:00:00,TWUL (LOCAL)
512245,1183316,Commercial,Less than 30 mm,,,,Yes,,RG1 3XX,CHOLMELEY ROAD,READING,,2023-06-11 00:00:00,F,H,B,I,50,2023-06-13 00:00:00,TWUL (LOCAL)
512925,1161342,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG1 3XX,LONDON ROAD,READING,,2023-07-17 00:00:00,F,B,A,E,0,2023-07-17 00:00:00,TWUL (LOCAL)
509879,1182022,House/ Flat,,,,,,,N1 2XX,ST. PAULS ROAD,LONDON,,2023-02-19 00:00:00,F,E,A,E,0,2023-03-02 00:00:00,TWUL (EX S24)
510144,1182168,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,RG1 3XX,FILEY ROAD,READING,,2023-03-04 00:00:00,F,B,A,E,0,2023-03-10 00:00:00,TWUL (LOCAL)
513037,1074934,House/ Flat,Less than 30 mm,,,,,FG,BR3 4XX,CHAFFINCH ROAD,BECKENHAM,KENT,2023-07-11 00:00:00,F,B,B,I,0,2023-07-27 00:00:00,TWUL (LOCAL)
513059,1069748,House/ Flat,Less than 30 mm,No,No,No,No,,BR3 4XX,CHURCHFIELDS ROAD,BECKENHAM,KENT,2023-07-29 00:00:00,F,C,A,E,0,2023-07-29 00:00:00,TWUL (EX S24)
512165,1183271,House/ Flat,Less than 30 mm,No,No,No,No,UK,BR3 4XX,CLOCK HOUSE ROAD,BECKENHAM,,2023-06-06 00:00:00,C,B,A,E,0,2023-06-06 00:00:00,TWUL (EX S24)
516467,1185426,House/ Flat,Less than 30 mm,,,,,DEBRIS,BR3 5XX,MANOR ROAD,BECKENHAM,KENT,2023-12-07 00:00:00,F,B,B,I,0,2023-12-07 00:00:00,TWUL (EX S24)
512848,1183872,House/ Flat,Less than 30 mm,,,Yes,,FG,BR3 5XX,MANOR ROAD,BECKENHAM,,2023-07-10 00:00:00,F,B,A,M,0,2023-07-11 00:00:00,TWUL (LOCAL)
512434,1183415,House/ Flat,Less than 30 mm,,,,,3RDPARTY,BR3 3XX,MONKS ORCHARD ROAD,BECKENHAM,KENT,2023-04-17 00:00:00,F,B,A,E,0,2023-06-21 00:00:00,TRANSFERRED ASSET (2011)
512435,1183415,House/ Flat,Less than 30 mm,,,,,3RDPARTY,BR3 3XX,MONKS ORCHARD ROAD,BECKENHAM,KENT,2023-04-19 00:00:00,F,B,A,E,0,2023-06-21 00:00:00,TRANSFERRED ASSET (2011)
512436,1183415,House/ Flat,Less than 30 mm,,,,,3RDPARTY,BR3 3XX,MONKS ORCHARD ROAD,BECKENHAM,KENT,2023-04-22 00:00:00,F,B,A,E,0,2023-06-21 00:00:00,TRANSFERRED ASSET (2011)
512437,1183415,House/ Flat,Less than 30 mm,,,,,3RDPARTY,BR3 3XX,MONKS ORCHARD ROAD,BECKENHAM,KENT,2023-04-30 00:00:00,F,B,A,E,0,2023-06-21 00:00:00,TRANSFERRED ASSET (2011)
512438,1183415,House/ Flat,Less than 30 mm,,,,,3RDPARTY,BR3 3XX,MONKS ORCHARD ROAD,BECKENHAM,KENT,2023-05-03 00:00:00,F,B,A,E,0,2023-06-21 00:00:00,TRANSFERRED ASSET (2011)
512439,1183415,House/ Flat,Less than 30 mm,,,,,UK,BR3 3XX,MONKS ORCHARD ROAD,BECKENHAM,KENT,2023-05-09 00:00:00,F,B,A,E,0,2023-06-21 00:00:00,TRANSFERRED ASSET (2011)
510277,1182244,Industrial,Less than 30 mm,,,,,UK,BR3 4XX,TANNERY CLOSE,BECKENHAM,KENT,2023-03-09 00:00:00,S,B,A,I,0,2023-03-15 00:00:00,TWUL (LOCAL)
510295,1074932,Commercial,Less than 30 mm,,,,,UK,BR3 4XX,TANNERY CLOSE,BECKENHAM,KENT,2023-03-09 00:00:00,S,B,A,I,0,2023-03-16 00:00:00,TWUL (LOCAL)
508246,1142566,House/ Flat,Less than 30 mm,,,,,DEF,BR1 4XX,BRACKEN HILL LANE,BROMLEY,,2023-01-11 00:00:00,F,B,A,Y,0,2023-01-11 00:00:00,TWUL (EX S24)
516781,1148734,House/ Flat,Less than 30 mm,No,No,No,No,UK,BR2 0XX,BROMLEY CRESCENT,BROMLEY,,2023-12-15 00:00:00,F,B,A,E,0,2023-12-15 00:00:00,TWUL (EX S24)
509489,1149048,Commercial,Less than 30 mm,,,,,DEBRIS,BR1 1XX,HIGH STREET,BROMLEY,,2023-02-18 00:00:00,F,B,A,E,0,2023-02-20 00:00:00,TWUL (EX S24)
516165,1169544,House/ Flat,Less than 30 mm,No,No,No,No,UK,BR7 5XX,LUBBOCK ROAD,CHISLEHURST,,2023-11-27 00:00:00,F,B,A,E,0,2023-11-27 00:00:00,TWUL (EX S24)
520562,1187359,House/ Flat,,,,,,DEF,BR7 6XX,WHITE HORSE HILL,CHISLEHURST,KENT,2023-10-23 00:00:00,F,B,A,E,0,2024-03-14 00:00:00,TWUL (LOCAL)
512592,1183501,House/ Flat,Less than 30 mm,,,,,DEBRIS,CR0 1XX,KEENS ROAD,CROYDON,,2023-06-26 00:00:00,F,B,Z,Y,0,2023-06-29 00:00:00,TWUL (EX S24)
509601,1169434,House/ Flat,30 to 299mm,No,No,Yes,No,UK,CR0 1XX,HOWLEY ROAD,CROYDON,,2023-02-18 00:00:00,C,B,A,E,0,2023-02-22 00:00:00,TWUL (EX S24)
510096,1182145,House/ Flat,Less than 30 mm,,,,,PR,CR0 1XX,KEENS ROAD,CROYDON,,2023-02-28 00:00:00,F,B,A,I,0,2023-03-09 00:00:00,TWUL (EX S24)
511571,1021021,House/ Flat,Less than 30 mm,,,Yes,,PR,CR0 1XX,PARKER ROAD,CROYDON,,2023-05-05 00:00:00,F,B,A,Y,0,2023-05-05 00:00:00,TWUL (EX S24)
517070,1047256,House/ Flat,Less than 30 mm,No,No,No,No,UK,BR2 6XX,CROYDON ROAD,KESTON,KENT,2023-12-24 00:00:00,F,B,A,E,0,2023-12-24 00:00:00,TWUL (EX S24)
508536,1181242,House/ Flat,Less than 30 mm,No,No,No,No,,SE13 7XX,DEALS GATEWAY,LONDON,,2023-01-18 00:00:00,C,E,A,S,0,2023-01-18 00:00:00,UNKNOWN
509161,1181242,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE13 7XX,DEALS GATEWAY,LONDON,,2023-02-06 00:00:00,F,B,A,E,0,2023-02-06 00:00:00,UNKNOWN
510730,1131455,House/ Flat,Less than 30 mm,,,,Yes,FG,SE14 5XX,NEW CROSS ROAD,LONDON,,2023-03-29 00:00:00,F,B,B,I,0,2023-03-31 00:00:00,TRANSFERRED ASSET (2011)
512783,1098720,Commercial,Less than 30 mm,,,Yes,,DEF,SE14 5XX,NEW CROSS ROAD,LONDON,,2023-07-04 00:00:00,F,B,B,E,0,2023-07-07 00:00:00,TWUL (EX S24)
516385,1185368,Commercial,Less than 30 mm,,,,,PR,SE14 5XX,NEW CROSS ROAD,LONDON,,2023-11-07 00:00:00,F,B,A,I,0,2023-12-05 00:00:00,TWUL (LOCAL)
510990,1182658,House/ Flat,30 to 299mm,No,No,No,No,UK,SE14 5XX,VENTNOR ROAD,LONDON,,2023-04-10 00:00:00,F,B,A,E,0,2023-04-10 00:00:00,TWUL (EX S24)
509592,1181827,House/ Flat,Less than 30 mm,,,,,PR,SE14 5XX,PEPYS ROAD,LONDON,,2023-01-20 00:00:00,F,B,Z,I,0,2023-02-22 00:00:00,TWUL (EX S24)
515080,1080186,House/ Flat,Less than 30 mm,,,,Yes,FG,SE14 5XX,DRAKEFELL ROAD,LONDON,,2023-10-27 00:00:00,S,B,Z,Y,0,2023-10-31 00:00:00,TRANSFERRED ASSET (2011)
515033,1160702,House/ Flat,Less than 30 mm,No,No,No,No,UK,BR5 4XX,ELIZABETH WAY,ORPINGTON,KENT,2023-10-29 00:00:00,C,B,A,E,0,2023-10-29 00:00:00,TWUL (LOCAL)
509794,1181981,House/ Flat,,,,,,RTS,BR6 8XX,GLENEAGLES GREEN,ORPINGTON,KENT,2023-02-06 00:00:00,F,B,A,E,0,2023-02-28 00:00:00,TRANSFERRED ASSET (2011)
513411,1148224,Commercial,Less than 30 mm,,,,,FG,BR6 0XX,HIGH STREET,ORPINGTON,,2023-08-21 00:00:00,F,B,A,Y,0,2023-08-22 00:00:00,TWUL (LOCAL)
510475,1182369,House/ Flat,Less than 30 mm,No,No,No,No,UK,BR5 3XX,MEADOW VIEW,ORPINGTON,KENT,2023-03-15 00:00:00,F,B,A,E,0,2023-03-22 00:00:00,TWUL (EX S24)
512534,1183467,House/ Flat,30 to 299mm,No,No,No,No,UK,BR5 3XX,MOLASH ROAD,ORPINGTON,KENT,2023-05-24 00:00:00,F,B,A,E,0,2023-06-26 00:00:00,TWUL (EX S24)
509243,1181658,House/ Flat,,,,Yes,,PR,BR6 7XX,PALMERSTON ROAD,ORPINGTON,KENT,2023-01-13 00:00:00,F,B,A,E,0,2023-02-10 00:00:00,TWUL (LOCAL)
514015,1184282,House/ Flat,,,,,,PR,BR5 4XX,QUILTER ROAD,ORPINGTON,,2023-08-10 00:00:00,F,B,A,E,0,2023-09-22 00:00:00,TWUL (LOCAL)
514016,1184282,House/ Flat,,,,,,PR,BR5 4XX,QUILTER ROAD,ORPINGTON,,2023-08-17 00:00:00,F,B,A,E,0,2023-09-22 00:00:00,TWUL (LOCAL)
511609,1182989,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,BR5 3XX,STAR LANE,ORPINGTON,,2023-05-04 00:00:00,F,B,A,E,0,2023-05-05 00:00:00,TWUL (LOCAL)
511610,1182990,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,BR5 3XX,STAR LANE,ORPINGTON,,2023-05-04 00:00:00,F,B,A,E,0,2023-05-05 00:00:00,TWUL (LOCAL)
518129,1174579,House/ Flat,Less than 30 mm,,,,,,BR4 9XX,COPSE AVENUE,WEST WICKHAM,KENT,2023-09-21 00:00:00,F,H,A,Y,1,2024-01-18 00:00:00,TWUL (LOCAL)
510233,1182222,House/ Flat,,,,,,DEF,BR4 9XX,WINDERMERE ROAD,WEST WICKHAM,KENT,2023-02-07 00:00:00,F,B,A,E,0,2023-03-14 00:00:00,TWUL (EX S24)
516024,1185190,House/ Flat,Less than 30 mm,,,,,DEBRIS,E10 6XX,CANTERBURY ROAD,LONDON,,2023-04-07 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TWUL (EX S24)
516076,1185190,House/ Flat,Less than 30 mm,,,,,UK,E10 6XX,CANTERBURY ROAD,LONDON,,2023-09-02 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TWUL (EX S24)
508459,1181202,House/ Flat,Less than 30 mm,No,No,No,No,UK,E10 6XX,NOTTINGHAM ROAD,LONDON,,2023-01-17 00:00:00,F,B,A,E,0,2023-01-17 00:00:00,TWUL (LOCAL)
514913,1181073,House/ Flat,Less than 30 mm,,,,,FG,E10 6XX,COLCHESTER ROAD,LONDON,,2023-07-25 00:00:00,F,B,A,E,0,2023-10-25 00:00:00,TWUL (EX S24)
514914,1181073,House/ Flat,Less than 30 mm,,,,,PR,E10 6XX,COLCHESTER ROAD,LONDON,,2023-07-28 00:00:00,F,B,A,E,0,2023-10-25 00:00:00,TWUL (EX S24)
514915,1181073,House/ Flat,Less than 30 mm,,,,,PR,E10 6XX,COLCHESTER ROAD,LONDON,,2023-08-23 00:00:00,F,B,A,E,0,2023-10-25 00:00:00,TWUL (EX S24)
514916,1181073,House/ Flat,Less than 30 mm,,,,,3RDPARTY,E10 6XX,COLCHESTER ROAD,LONDON,,2023-08-25 00:00:00,F,B,A,E,0,2023-10-25 00:00:00,TWUL (EX S24)
514917,1181073,House/ Flat,Less than 30 mm,,,,,3RDPARTY,E10 6XX,COLCHESTER ROAD,LONDON,,2023-09-28 00:00:00,F,B,A,E,0,2023-10-25 00:00:00,TWUL (EX S24)
510408,1182326,House/ Flat,Less than 30 mm,No,No,No,No,UK,E10 6XX,KING EDWARD ROAD,LONDON,,2023-03-20 00:00:00,F,B,A,E,0,2023-03-20 00:00:00,TWUL (EX S24)
508242,1181114,House/ Flat,Less than 30 mm,No,No,No,No,UK,E10 6XX,CLAUDE ROAD,LONDON,,2023-01-11 00:00:00,F,B,A,E,0,2023-01-11 00:00:00,TWUL (EX S24)
508715,1181358,House/ Flat,Less than 30 mm,No,No,No,No,UK,E10 7XX,PARK ROAD,LONDON,,2023-01-24 00:00:00,F,B,A,E,0,2023-01-24 00:00:00,TWUL (LOCAL)
510659,1182490,Commercial,Less than 30 mm,,,,,PR,E10 7XX,CAPWORTH STREET,LONDON,,2023-03-24 00:00:00,F,B,A,I,0,2023-03-30 00:00:00,TWUL (LOCAL)
509138,1181601,House/ Flat,Less than 30 mm,No,No,No,No,UK,E10 7XX,CAPWORTH STREET,LONDON,,2023-02-05 00:00:00,F,B,A,E,0,2023-02-05 00:00:00,TWUL (EX S24)
508088,1181034,House/ Flat,Less than 30 mm,,,,,UK,E10 7XX,CAPWORTH STREET,LONDON,,2023-01-05 00:00:00,F,B,A,E,0,2023-01-06 00:00:00,TWUL (EX S24)
514799,1184674,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA0 4XX,DOROTHY AVENUE,WEMBLEY,MIDDLESEX,2023-10-22 00:00:00,F,B,A,E,2,2023-10-22 00:00:00,TWUL (EX S24)
513430,1183980,Commercial,Less than 30 mm,,,,Yes,FG,HA0 4XX,EALING ROAD,WEMBLEY,MIDDLESEX,2023-08-22 00:00:00,F,B,A,Y,0,2023-08-23 00:00:00,TWUL (LOCAL)
511694,1183044,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA0 4XX,HARLEY CLOSE,WEMBLEY,MIDDLESEX,2023-05-12 00:00:00,F,B,A,E,0,2023-05-12 00:00:00,TWUL (EX S24)
512908,1183660,Commercial,Less than 30 mm,,,,,PR,HA1 1XX,HEADSTONE ROAD,HARROW,MIDDLESEX,2023-06-24 00:00:00,F,B,A,I,0,2023-07-17 00:00:00,TWUL (EX S24)
509878,1182021,House/ Flat,,,,,,,N1 2XX,ST. PAULS ROAD,LONDON,,2023-02-21 00:00:00,F,E,A,E,0,2023-03-02 00:00:00,TWUL (EX S24)
508372,1181173,House/ Flat,Less than 30 mm,,,Yes,Yes,,N1 2XX,ISLINGTON GREEN,LONDON,,2023-01-13 00:00:00,C,C,Z,U,0,2023-01-16 00:00:00,TRANSFERRED ASSET (2011)
508825,1180698,House/ Flat,Less than 30 mm,,,Yes,Yes,,N1 2XX,ISLINGTON GREEN,LONDON,,2023-01-09 00:00:00,C,C,Z,Y,0,2023-01-27 00:00:00,TRANSFERRED ASSET (2011)
509331,1180698,House/ Flat,Less than 30 mm,,,,Yes,,N1 2XX,ISLINGTON GREEN,LONDON,,2023-01-03 00:00:00,C,C,B,E,0,2023-02-13 00:00:00,TRANSFERRED ASSET (2011)
509770,1181969,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N1 3XX,SOUTHGATE ROAD,LONDON,,2023-02-27 00:00:00,F,B,A,E,0,2023-02-27 00:00:00,TWUL (EX S24)
509728,1181940,Commercial,Less than 30 mm,No,No,No,No,UK,N1 3XX,SOUTHGATE ROAD,LONDON,,2023-02-24 00:00:00,F,B,A,E,0,2023-02-24 00:00:00,TWUL (EX S24)
512920,1183667,House/ Flat,Less than 30 mm,,,,,,N1 3XX,SOUTHGATE ROAD,LONDON,,2023-06-29 00:00:00,C,H,A,E,1,2023-07-17 00:00:00,TWUL (LOCAL)
513214,1183847,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N1 7XX,COLEMAN FIELDS,LONDON,,2023-08-04 00:00:00,C,B,A,E,0,2023-08-07 00:00:00,TRANSFERRED ASSET (2011)
512850,1143933,Commercial,Less than 30 mm,,,Yes,Yes,DEF,N1 9XX,CALEDONIAN ROAD,LONDON,,2023-07-10 00:00:00,F,B,B,M,0,2023-07-11 00:00:00,TWUL (EX S24)
509378,1181731,House/ Flat,Less than 30 mm,No,No,No,No,UK,N10 1XX,EVERINGTON ROAD,LONDON,,2023-02-14 00:00:00,F,B,A,E,0,2023-02-14 00:00:00,TWUL (EX S24)
509708,1181922,House/ Flat,Less than 30 mm,No,No,No,No,UK,N10 1XX,BARRENGER ROAD,LONDON,,2023-02-25 00:00:00,F,B,A,E,0,2023-02-25 00:00:00,TWUL (EX S24)
