Reports - Group Journal - 01/01/2023 - 31/12/2023 - All - 0 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,,,,,,,,,,,,,,,,,,,
Company Confidential,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Event Id,PropertyId,Property_Type,Max Depth,Interceptor,InterceptorRemoval,Greater24Hours,Occ Basement,CauseOfBlockage,OSPostcode,OSRoad,OSPostTown,OSCounty,Flood Incident Date,SewTypeCode,FloodCatCode,FloodLevelCode,FloodLocCode,Rainfall Return,Job Creation Date,Asset Owner
514049,1183701,House/ Flat,30 to 299mm,No,No,Yes,No,UK,HP10 8XX,CHURCH ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-09-20 00:00:00,F,B,A,S,12,2023-09-22 00:00:00,TWUL (LOCAL)
513010,1183726,House/ Flat,Less than 30 mm,,,,,,HP10 8XX,CHURCH ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-07-18 00:00:00,F,C,A,E,0,2023-07-25 00:00:00,TWUL (LOCAL)
513011,1183727,House/ Flat,Less than 30 mm,,,,,,HP10 8XX,THE COMMON,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-07-18 00:00:00,F,C,A,E,0,2023-07-25 00:00:00,TWUL (LOCAL)
515485,1183727,House/ Flat,30 to 299mm,No,No,Yes,No,,HP10 8XX,THE COMMON,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-11-08 00:00:00,F,C,A,E,0,2023-11-09 00:00:00,TWUL (LOCAL)
516660,1185507,House/ Flat,Less than 30 mm,,,,,RTS,HP10 8XX,ASHWELLS MANOR DRIVE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-12-11 00:00:00,F,B,A,I,0,2023-12-13 00:00:00,TRANSFERRED ASSET (2011)
510422,1182340,Commercial,Less than 30 mm,No,No,No,No,UK,HP10 8XX,HAMMERSLEY LANE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-17 00:00:00,F,B,A,E,0,2023-03-20 00:00:00,TWUL (LOCAL)
513520,1184032,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP10 8XX,MANOR ROAD,HIGH WYCOMBE,,2023-08-28 00:00:00,F,B,A,E,0,2023-08-29 00:00:00,TRANSFERRED ASSET (2011)
515013,1184754,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP10 9XX,HEATH END ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-26 00:00:00,F,B,A,E,0,2023-10-27 00:00:00,TRANSFERRED ASSET (2011)
508055,1066891,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP11 1XX,LIME AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-01-04 00:00:00,F,B,A,E,0,2023-01-05 00:00:00,TWUL (LOCAL)
514074,1184316,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP11 1XX,LONDON ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-09-24 00:00:00,F,B,A,E,0,2023-09-25 00:00:00,TRANSFERRED ASSET (2011)
511159,1170079,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP11 1XX,EASTON STREET,HIGH WYCOMBE,,2023-04-16 00:00:00,F,B,A,E,0,2023-04-17 00:00:00,TRANSFERRED ASSET (2011)
510980,1182652,House/ Flat,Less than 30 mm,,,,,DEF,HP11 1XX,DAWS LEA,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-04-09 00:00:00,F,B,A,I,0,2023-04-09 00:00:00,TRANSFERRED ASSET (2011)
515568,1184997,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP11 1XX,BEECH ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-11-13 00:00:00,F,B,A,E,0,2023-11-13 00:00:00,TWUL (LOCAL)
516678,1176533,Commercial,Less than 30 mm,,,,,FG,HP11 2XX,CHURCH STREET,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-12-11 00:00:00,F,B,Z,Y,0,2023-12-13 00:00:00,TWUL (EX S24)
515127,1151921,House/ Flat,Less than 30 mm,,,,,RTS,HP11 2XX,WEST WYCOMBE ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-11-01 00:00:00,F,B,A,I,0,2023-11-01 00:00:00,TRANSFERRED ASSET (2011)
515278,1074683,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP11 2XX,PLUMER ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-11-06 00:00:00,F,B,A,E,0,2023-11-06 00:00:00,TWUL (LOCAL)
515129,1184811,House/ Flat,Less than 30 mm,,,,,PR,HP11 2XX,DESBOROUGH AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-11-01 00:00:00,F,B,A,Y,1,2023-11-01 00:00:00,TWUL (LOCAL)
515134,1184811,House/ Flat,Less than 30 mm,,,,,PR,HP11 2XX,DESBOROUGH AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-29 00:00:00,F,B,A,Y,6,2023-11-02 00:00:00,TWUL (LOCAL)
515036,1184765,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP11 2XX,DESBOROUGH AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-29 00:00:00,F,B,A,E,6,2023-10-29 00:00:00,TWUL (LOCAL)
516990,1185049,House/ Flat,Less than 30 mm,,,,,DEF,HP12 3XX,DASHWOOD AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-09-16 00:00:00,F,B,B,I,0,2023-12-22 00:00:00,TWUL (EX S24)
509182,1181623,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 3XX,MILLDUN WAY,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-02-07 00:00:00,F,B,A,E,0,2023-02-07 00:00:00,TRANSFERRED ASSET (2011)
508801,1181407,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HP12 3XX,RUTLAND AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-01-24 00:00:00,F,B,A,E,0,2023-01-26 00:00:00,TWUL (LOCAL)
516230,1116298,House/ Flat,,,,,,PR,HP12 3XX,RUTLAND AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-04-26 00:00:00,F,B,A,E,0,2023-11-30 00:00:00,TRANSFERRED ASSET (2011)
515066,1184786,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 3XX,RUTLAND AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-29 00:00:00,F,B,A,E,4,2023-10-30 00:00:00,TWUL (LOCAL)
510118,1182152,Industrial,Less than 30 mm,,,,Yes,UK,HP12 3XX,WELLINGTON ROAD,HIGH WYCOMBE,,2023-03-09 00:00:00,F,B,A,M,0,2023-03-10 00:00:00,TWUL (LOCAL)
510223,1114175,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,WEST WYCOMBE ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-13 00:00:00,F,B,A,E,0,2023-03-13 00:00:00,TWUL (LOCAL)
510264,1114175,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,WEST WYCOMBE ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-14 00:00:00,F,B,A,E,0,2023-03-15 00:00:00,TWUL (LOCAL)
510688,1182455,Commercial,Less than 30 mm,No,No,No,No,UK,GU2 8XX,BECKINGHAM ROAD,GUILDFORD,,2023-03-20 00:00:00,F,B,A,E,0,2023-03-29 00:00:00,TWUL (LOCAL)
516976,1185665,House/ Flat,Less than 30 mm,No,No,No,No,UK,GU2 8XX,CLOVER ROAD,GUILDFORD,SURREY,2023-12-21 00:00:00,F,B,A,E,0,2023-12-21 00:00:00,TWUL (EX S24)
508097,1181040,House/ Flat,Less than 30 mm,No,No,No,No,UK,GU2 9XX,TEVIOT CLOSE,GUILDFORD,SURREY,2023-01-07 00:00:00,F,B,A,E,0,2023-01-07 00:00:00,TRANSFERRED ASSET (2011)
517017,1185686,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL10 0XX,CORNCROFT,HATFIELD,HERTFORDSHIRE,2023-12-23 00:00:00,F,B,A,E,0,2023-12-23 00:00:00,TWUL (EX S24)
516017,1185187,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL10 0XX,DE HAVILLAND CLOSE,HATFIELD,HERTFORDSHIRE,2023-11-23 00:00:00,F,B,A,E,0,2023-11-23 00:00:00,TWUL (EX S24)
507877,1180925,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL9 7XX,DIXONS HILL ROAD,HATFIELD,HERTFORDSHIRE,2023-01-01 00:00:00,F,B,A,E,0,2023-01-01 00:00:00,TWUL (EX S24)
509579,1181846,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL10 9XX,ELLENBROOK LANE,HATFIELD,HERTFORDSHIRE,2023-02-21 00:00:00,F,B,A,E,0,2023-02-21 00:00:00,TWUL (EX S24)
508268,1181126,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,AL10 0XX,HOMESTEAD ROAD,HATFIELD,HERTFORDSHIRE,2023-01-10 00:00:00,F,B,A,S,0,2023-01-12 00:00:00,TRANSFERRED ASSET (2011)
509884,1181126,House/ Flat,Less than 30 mm,,,Yes,,UK,AL10 0XX,HOMESTEAD ROAD,HATFIELD,HERTFORDSHIRE,2023-02-06 00:00:00,F,B,A,E,0,2023-03-02 00:00:00,TRANSFERRED ASSET (2011)
511265,1182807,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL10 0XX,KENNELWOOD LANE,HATFIELD,,2023-04-20 00:00:00,F,B,A,E,0,2023-04-20 00:00:00,TWUL (LOCAL)
515673,1185041,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL10 8XX,OAKLANDS WOOD,HATFIELD,,2023-11-15 00:00:00,F,B,A,E,0,2023-11-15 00:00:00,TWUL (EX S24)
511226,1182788,Commercial,Less than 30 mm,No,No,No,No,UK,AL10 9XX,PARKHOUSE COURT,HATFIELD,,2023-04-19 00:00:00,F,B,A,E,0,2023-04-19 00:00:00,TWUL (EX S24)
514340,1184468,House/ Flat,30 to 299mm,No,No,No,No,UK,AL10 8XX,RAVEN COURT,HATFIELD,HERTFORDSHIRE,2023-10-04 00:00:00,F,B,A,S,0,2023-10-05 00:00:00,TRANSFERRED ASSET (2011)
514387,1184468,House/ Flat,Less than 30 mm,No,No,No,No,UK,AL10 8XX,RAVEN COURT,HATFIELD,HERTFORDSHIRE,2023-10-07 00:00:00,F,B,A,E,0,2023-10-07 00:00:00,TWUL (LOCAL)
512510,1183454,Commercial,30 to 299mm,No,No,Yes,No,UK,AL10 8XX,THE DOWNS,HATFIELD,HERTFORDSHIRE,2023-06-25 00:00:00,F,B,A,E,0,2023-06-25 00:00:00,TWUL (LOCAL)
516275,1185314,House/ Flat,Less than 30 mm,,,Yes,,SC,AL10 0XX,TOWN CENTRE,HATFIELD,HERTFORDSHIRE,2023-11-29 00:00:00,F,B,B,I,0,2023-11-30 00:00:00,TWUL (LOCAL)
513644,1184106,House/ Flat,Less than 30 mm,,,Yes,,PR,AL10 8XX,WOODS AVENUE,HATFIELD,HERTFORDSHIRE,2023-09-06 00:00:00,F,B,A,E,0,2023-09-07 00:00:00,TWUL (LOCAL)
516706,1184106,House/ Flat,Less than 30 mm,,,,,UK,AL10 8XX,WOODS AVENUE,HATFIELD,HERTFORDSHIRE,2023-12-12 00:00:00,F,B,A,E,0,2023-12-14 00:00:00,TWUL (LOCAL)
519252,1184106,House/ Flat,,,,,,UK,AL10 8XX,WOODS AVENUE,HATFIELD,HERTFORDSHIRE,2023-09-21 00:00:00,F,B,A,E,4,2024-02-13 00:00:00,TWUL (LOCAL)
519253,1184106,House/ Flat,,,,,,UK,AL10 8XX,WOODS AVENUE,HATFIELD,HERTFORDSHIRE,2023-03-19 00:00:00,F,B,A,E,0,2024-02-13 00:00:00,TWUL (LOCAL)
514753,1184656,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,CURREY ROAD,GREENFORD,MIDDLESEX,2023-10-18 00:00:00,F,B,A,E,5,2023-10-20 00:00:00,TWUL (EX S24)
514903,1184656,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,CURREY ROAD,GREENFORD,MIDDLESEX,2023-10-24 00:00:00,F,B,A,S,0,2023-10-24 00:00:00,TWUL (LOCAL)
515099,1184656,House/ Flat,Less than 30 mm,,,,,,UB6 0XX,CURREY ROAD,GREENFORD,MIDDLESEX,2023-10-28 00:00:00,F,H,A,E,7,2023-10-31 00:00:00,TWUL (LOCAL)
516087,1184656,House/ Flat,Less than 30 mm,No,No,No,No,UK,UB6 0XX,CURREY ROAD,GREENFORD,MIDDLESEX,2023-09-18 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TWUL (EX S24)
516088,1184656,House/ Flat,Less than 30 mm,No,No,No,No,UK,UB6 0XX,CURREY ROAD,GREENFORD,MIDDLESEX,2023-09-01 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TWUL (EX S24)
511775,1044972,House/ Flat,30 to 299mm,No,No,No,No,UK,UB6 0XX,WADHAM GARDENS,GREENFORD,MIDDLESEX,2023-05-16 00:00:00,F,B,A,S,0,2023-05-16 00:00:00,TWUL (EX S24)
511945,1044972,House/ Flat,Less than 30 mm,No,No,No,No,UK,UB6 0XX,WADHAM GARDENS,GREENFORD,MIDDLESEX,2023-05-24 00:00:00,F,B,A,E,0,2023-05-24 00:00:00,TWUL (LOCAL)
514890,1184716,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-18 00:00:00,F,B,A,E,1,2023-10-24 00:00:00,TWUL (LOCAL)
514891,1184717,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-18 00:00:00,F,B,A,E,1,2023-10-24 00:00:00,TWUL (LOCAL)
514829,1184693,House/ Flat,Less than 30 mm,,,Yes,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-18 00:00:00,F,B,A,E,1,2023-10-23 00:00:00,TWUL (EX S24)
514909,1184693,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-24 00:00:00,F,B,A,S,0,2023-10-25 00:00:00,TWUL (LOCAL)
515062,1184693,House/ Flat,Less than 30 mm,,,,,,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-28 00:00:00,F,H,A,E,7,2023-10-30 00:00:00,TWUL (LOCAL)
516558,1184693,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-09-17 00:00:00,F,B,A,E,1,2023-12-11 00:00:00,TWUL (EX S24)
516559,1184693,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-09-20 00:00:00,F,B,A,E,12,2023-12-11 00:00:00,TWUL (EX S24)
516560,1184693,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-13 00:00:00,F,B,A,E,1,2023-12-11 00:00:00,TWUL (EX S24)
513555,1179616,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-09-01 00:00:00,F,B,A,E,0,2023-09-01 00:00:00,TWUL (EX S24)
514889,1179616,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-18 00:00:00,F,B,A,E,1,2023-10-24 00:00:00,TWUL (LOCAL)
515028,1179616,House/ Flat,Less than 30 mm,,,,,,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-28 00:00:00,F,H,A,E,7,2023-10-28 00:00:00,TWUL (LOCAL)
514830,1184694,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-18 00:00:00,F,B,A,S,1,2023-10-23 00:00:00,TWUL (EX S24)
514910,1184694,House/ Flat,Less than 30 mm,,,,,FG,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-24 00:00:00,F,B,A,S,0,2023-10-25 00:00:00,TWUL (LOCAL)
515063,1184694,House/ Flat,Less than 30 mm,,,,,,UB6 0XX,ROTHESAY AVENUE,GREENFORD,MIDDLESEX,2023-10-28 00:00:00,F,H,A,E,7,2023-10-30 00:00:00,TWUL (LOCAL)
516346,1185347,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,UB6 0XX,WHITTON AVENUE WEST,GREENFORD,MIDDLESEX,2023-12-02 00:00:00,F,B,A,E,0,2023-12-03 00:00:00,TWUL (LOCAL)
513511,1137315,House/ Flat,Less than 30 mm,No,No,No,No,UK,UB6 0XX,SUDBURY HEIGHTS AVENUE,GREENFORD,MIDDLESEX,2023-08-27 00:00:00,F,B,A,E,6,2023-08-28 00:00:00,TWUL (EX S24)
510639,1182477,House/ Flat,Less than 30 mm,,,,,UK,UB6 0XX,EASTCOTE AVENUE,GREENFORD,MIDDLESEX,2023-03-23 00:00:00,F,B,A,I,0,2023-03-29 00:00:00,TWUL (EX S24)
510250,1182227,House/ Flat,Less than 30 mm,No,No,No,No,UK,UB6 0XX,BERKELEY AVENUE,GREENFORD,MIDDLESEX,2023-03-14 00:00:00,F,B,A,E,0,2023-03-14 00:00:00,TWUL (EX S24)
508334,1181151,House/ Flat,Less than 30 mm,,,,,RTS,HP12 4XX,CHAPEL LANE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-01-13 00:00:00,F,B,A,E,1,2023-01-14 00:00:00,TWUL (LOCAL)
513432,1183982,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,CHAPEL LANE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-08-22 00:00:00,F,B,A,E,0,2023-08-23 00:00:00,TWUL (LOCAL)
510878,1182604,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,HYLTON ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-04-03 00:00:00,F,B,A,E,0,2023-04-05 00:00:00,TRANSFERRED ASSET (2011)
515135,1184819,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,BOOKERHILL ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-31 00:00:00,F,B,A,E,0,2023-10-31 00:00:00,TWUL (LOCAL)
511964,1183177,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,MILL END ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-05-25 00:00:00,F,B,A,E,0,2023-05-25 00:00:00,TRANSFERRED ASSET (2011)
514571,1184575,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HP12 4XX,NEW ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-14 00:00:00,F,B,A,E,0,2023-10-15 00:00:00,TWUL (LOCAL)
516151,1184575,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HP12 4XX,NEW ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-11-25 00:00:00,F,B,A,E,0,2023-11-27 00:00:00,TRANSFERRED ASSET (2011)
510047,1115964,House/ Flat,Less than 30 mm,,,,,FG,HP12 4XX,HOLMER LANE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-07 00:00:00,F,B,A,I,0,2023-03-08 00:00:00,TWUL (EX S24)
511560,1182967,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HP12 4XX,FERNIEFIELDS,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-05-03 00:00:00,F,B,A,E,0,2023-05-04 00:00:00,TWUL (LOCAL)
512106,1176775,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP12 4XX,ELM ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-06-03 00:00:00,F,B,A,E,0,2023-06-03 00:00:00,TWUL (LOCAL)
510945,1113136,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 7XX,GOMM PLACE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-04-06 00:00:00,F,B,A,E,0,2023-04-07 00:00:00,TRANSFERRED ASSET (2011)
510718,1182503,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 7XX,GOMM PLACE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-26 00:00:00,F,B,A,E,0,2023-03-30 00:00:00,TRANSFERRED ASSET (2011)
513079,1183764,Commercial,Less than 30 mm,No,No,No,No,UK,HP13 5XX,FROGMOOR,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-07-31 00:00:00,F,B,A,E,0,2023-07-31 00:00:00,TWUL (LOCAL)
512284,1183332,House/ Flat,Less than 30 mm,,,,,PR,HP13 5XX,PLOMER HILL,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-06-07 00:00:00,F,B,A,Y,0,2023-06-14 00:00:00,TWUL (LOCAL)
511771,1183080,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 5XX,GANDON VALE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-05-16 00:00:00,F,B,A,S,0,2023-05-16 00:00:00,TRANSFERRED ASSET (2011)
516459,1128926,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 5XX,CONINGSBY ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-12-06 00:00:00,F,B,A,E,0,2023-12-07 00:00:00,TRANSFERRED ASSET (2011)
510717,1182516,House/ Flat,30 to 299mm,No,No,Yes,No,UK,HP13 5XX,GREEN HILL,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-29 00:00:00,F,B,A,E,0,2023-03-30 00:00:00,TWUL (LOCAL)
510860,1182516,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HP13 5XX,GREEN HILL,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-04-02 00:00:00,F,B,A,E,0,2023-04-04 00:00:00,TWUL (LOCAL)
513132,1182516,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HP13 5XX,GREEN HILL,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-07-31 00:00:00,F,B,A,E,0,2023-08-03 00:00:00,TWUL (LOCAL)
517170,1138950,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 5XX,HITHERCROFT ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-12-30 00:00:00,F,B,A,E,0,2023-12-30 00:00:00,TWUL (EX S24)
510156,1182178,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 5XX,LITTLEWORTH ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-03-08 00:00:00,F,B,A,E,0,2023-03-11 00:00:00,TRANSFERRED ASSET (2011)
511477,1182910,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,RG31 5XX,WITTENHAM AVENUE,READING,,2023-04-28 00:00:00,F,B,A,E,0,2023-04-29 00:00:00,TWUL (LOCAL)
516355,1185354,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG31 5XX,WESTWOOD ROAD,READING,,2023-12-01 00:00:00,F,B,A,E,0,2023-12-01 00:00:00,TWUL (LOCAL)
511255,1045116,House/ Flat,Less than 30 mm,,,,,DEBRIS,RG31 6XX,KENTWOOD HILL,READING,,2023-03-31 00:00:00,F,B,A,I,4,2023-04-20 00:00:00,TWUL (EX S24)
513923,1045116,House/ Flat,Less than 30 mm,,,,,DEBRIS,RG31 6XX,KENTWOOD HILL,READING,,2023-09-20 00:00:00,F,B,A,Y,5,2023-09-21 00:00:00,TWUL (LOCAL)
513955,1045116,House/ Flat,Less than 30 mm,,,,,DEBRIS,RG31 6XX,KENTWOOD HILL,READING,,2023-09-18 00:00:00,F,B,A,Y,1,2023-09-21 00:00:00,TWUL (LOCAL)
514166,1045116,House/ Flat,Less than 30 mm,,,,,DEBRIS,RG31 6XX,KENTWOOD HILL,READING,,2023-09-01 00:00:00,F,B,A,Y,1,2023-09-28 00:00:00,TWUL (LOCAL)
515933,1045116,House/ Flat,Less than 30 mm,,,,,,RG31 6XX,KENTWOOD HILL,READING,,2023-10-13 00:00:00,F,H,A,Y,1,2023-11-22 00:00:00,TWUL (LOCAL)
515934,1045116,House/ Flat,Less than 30 mm,,,,,,RG31 6XX,KENTWOOD HILL,READING,,2023-10-28 00:00:00,F,H,A,Y,1,2023-11-22 00:00:00,TWUL (LOCAL)
511917,1183154,House/ Flat,Less than 30 mm,No,No,No,No,UK,SE7 8XX,CHARLTON LANE,LONDON,,2023-05-23 00:00:00,F,B,A,E,0,2023-05-24 00:00:00,TWUL (EX S24)
516705,1185526,Industrial,Less than 30 mm,,,Yes,,,SE7 8XX,WESTMOOR STREET,LONDON,,2023-12-12 00:00:00,C,H,A,Y,1,2023-12-14 00:00:00,TWUL (LOCAL)
512896,1098848,Commercial,Less than 30 mm,,,,,FG,SE8 3XX,DEPTFORD HIGH STREET,LONDON,,2023-07-14 00:00:00,F,B,B,I,0,2023-07-15 00:00:00,TWUL (EX S24)
508985,1095761,Commercial,Less than 30 mm,,,Yes,,FG,SE8 4XX,DEPTFORD HIGH STREET,LONDON,,2023-01-29 00:00:00,F,B,Z,I,0,2023-02-01 00:00:00,TWUL (EX S24)
508445,1125725,House/ Flat,Less than 30 mm,,,,,FG,SE8 5XX,SCAWEN ROAD,LONDON,,2023-01-15 00:00:00,F,B,B,I,0,2023-01-17 00:00:00,TWUL (EX S24)
510805,1182565,House/ Flat,Less than 30 mm,,,Yes,,FG,SE8 5XX,LOWER ROAD,LONDON,,2023-03-29 00:00:00,F,B,A,E,0,2023-04-03 00:00:00,TWUL (EX S24)
514502,1000052,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 5XX,LITTLEWORTH ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-10-11 00:00:00,F,B,A,E,0,2023-10-11 00:00:00,TWUL (LOCAL)
511710,1183053,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 6XX,PETERBOROUGH AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-05-13 00:00:00,F,B,A,E,0,2023-05-13 00:00:00,TWUL (LOCAL)
509638,1178791,House/ Flat,Less than 30 mm,,,,,FG,HP13 6XX,GORDON ROAD,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-02-11 00:00:00,F,B,A,I,0,2023-02-23 00:00:00,TWUL (EX S24)
510044,1182114,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 6XX,AMERSHAM HILL,HIGH WYCOMBE,,2023-03-06 00:00:00,F,B,A,E,0,2023-03-07 00:00:00,TRANSFERRED ASSET (2011)
510242,1182114,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 6XX,AMERSHAM HILL,HIGH WYCOMBE,,2023-03-13 00:00:00,F,B,A,E,0,2023-03-13 00:00:00,TWUL (LOCAL)
516576,1185464,House/ Flat,Less than 30 mm,No,No,No,No,UK,HP13 6XX,TOTTERIDGE AVENUE,HIGH WYCOMBE,BUCKINGHAMSHIRE,2023-12-10 00:00:00,F,B,A,E,0,2023-12-11 00:00:00,TRANSFERRED ASSET (2011)
