Date,Part Postcode,Water Type,Compensation Claimed Y/N,Compensation Amount,Incident Type,Cause,Depth of Flood
2020-06-15 15:00:00,M32,Sewer,Y,228.07,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:00:00,M32,Sewer,Y,228.07,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:00:00,M30,Sewer,Y,231.14,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:00:00,M32,Sewer,Y,236.58,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:00:00,M41,Sewer,Y,279.13,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:00:00,M30,Sewer,Y,309.76,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 15:00:00,M30,Sewer,Y,318.27,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:00:00,M41,Sewer,Y,332.8,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:00:00,M41,Sewer,Y,343.8,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:00:00,M32,Sewer,Y,432.31,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:00:00,M32,Sewer,Y,452.73,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 15:00:00,M41,Sewer,Y,469.75,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:03:00,WN5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:15:00,M32,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:15:00,M32,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:15:00,M32,Sewer,Y,150.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 15:15:00,M21,Sewer,Y,294.45,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:15:47,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:17:31,M41,Sewer,Y,168.5,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:17:31,M41,Sewer,Y,168.5,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:17:31,M41,Sewer,Y,183.82,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:17:31,M41,Sewer,Y,183.82,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:17:56,WN1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:18:04,M41,Sewer,Y,193.82,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:18:04,M41,Sewer,Y,365.93,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 15:18:04,M41,Sewer,Y,435.71,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:19:23,M41,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:19:23,M41,Sewer,Y,198.65,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:19:23,M41,Sewer,Y,216.59,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:20:23,M46,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:20:42,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:22:29,WN2,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:50:41,WN3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,N,0.0,External,UU Responsibility,Major Spill - 50mm +
2020-06-15 15:51:15,M41,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:51:15,M41,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,156.2,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,173.6,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:51:15,M41,Sewer,Y,173.6,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,195.73,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 15:51:15,M41,Sewer,Y,208.48,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:00:00,M30,Sewer,Y,488.47,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:00:00,M30,Sewer,Y,488.47,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:04:41,LA11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:08:26,OL11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:08:26,OL11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:08:26,OL11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:10:27,M32,Sewer,Y,267.21,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:15:00,M32,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:15:00,M32,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:15:00,M32,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:15:00,M32,Sewer,Y,125.18,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:15:00,M32,Sewer,Y,148.47,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:15:00,M32,Sewer,Y,151.48,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 16:16:26,M41,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 16:23:23,M41,Sewer,Y,1000.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:23:48,WN2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:29:18,WN2,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 16:30:00,M30,Sewer,Y,202.63,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:33:45,M41,Sewer,Y,173.6,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:33:45,M41,Sewer,Y,173.6,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:40:10,OL15,Sewer,Y,108.08,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:40:10,OL15,Sewer,Y,108.08,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:40:55,WN2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 16:53:00,OL16,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 16:53:00,OL16,Sewer,N,0.0,External,UU Responsibility,Major Spill - 50mm +
2020-06-15 16:53:00,OL16,Sewer,Y,75.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 16:53:00,OL16,Sewer,Y,75.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 16:53:00,OL16,Sewer,Y,75.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:10:00,OL16,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:10:12,M32,Sewer,Y,250.07,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:10:12,M32,Sewer,Y,252.8,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 17:10:12,M32,Sewer,Y,374.44,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:10:12,M32,Sewer,Y,415.29,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:14:00,M19,Sewer,Y,386.35,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:14:43,M32,Sewer,Y,166.85,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:14:43,M32,Sewer,Y,216.91,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:14:43,M32,Sewer,Y,323.38,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:14:43,M32,Sewer,Y,325.49,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:14:43,M32,Sewer,Y,362.53,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:14:43,M32,Sewer,Y,367.63,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:14:43,M32,Sewer,Y,367.63,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:14:43,M32,Sewer,Y,381.25,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:14:43,M32,Sewer,Y,430.61,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:15:00,OL12,Sewer,Y,90.79,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:15:00,OL12,Sewer,Y,236.67,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:18:35,OL12,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:18:35,OL12,Sewer,Y,150.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 17:18:35,OL12,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:24:45,WN2,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:30:00,OL16,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:30:00,OL16,Sewer,Y,150.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 17:30:00,OL16,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:30:00,OL16,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:30:00,OL4,Sewer,Y,212.75,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:30:00,OL16,Sewer,Y,292.74,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 17:33:50,OL16,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:33:50,OL16,Sewer,Y,265.51,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:33:50,OL16,Sewer,Y,265.51,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:33:50,OL16,Sewer,Y,265.51,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:33:50,OL16,Sewer,Y,306.36,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:45:00,OL12,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:45:00,OL12,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 17:45:00,OL12,Sewer,Y,151.48,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 17:45:00,OL12,Sewer,Y,171.9,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:00:00,M13,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:00:00,M13,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:00:00,OL11,Sewer,Y,111.59,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:08:53,WN2,Sewer,Y,122.54,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:33:10,L15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,212.35,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,224.66,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,224.66,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,224.66,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,234.88,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,238.28,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 18:54:50,M32,Sewer,Y,238.28,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 18:54:50,M32,Sewer,Y,238.28,Internal,UU Responsibility,
2020-06-15 18:54:50,M32,Sewer,Y,245.09,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,258.7,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 18:54:50,M32,Sewer,Y,267.21,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,270.62,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:54:50,M32,Sewer,Y,309.76,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 18:54:50,M32,Sewer,Y,335.29,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:58:12,CA10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 18:58:12,CA10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:00:00,M41,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:00:00,M41,Sewer,Y,308.06,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 19:00:00,M41,Sewer,Y,318.27,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:00:00,M41,Sewer,Y,340.4,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 19:00:00,M41,Sewer,Y,365.93,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:00:00,M41,Sewer,Y,507.2,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:01:03,M41,Sewer,Y,173.6,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:01:03,M41,Sewer,Y,173.6,Internal,UU Responsibility,
2020-06-15 19:01:03,M41,Sewer,Y,173.6,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 19:01:03,M41,Sewer,Y,173.6,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 20:03:35,OL16,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:03:35,OL16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:03:35,OL16,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:03:35,OL16,Sewer,Y,90.21,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:25:24,OL11,Sewer,Y,1000.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 20:30:00,WA15,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 20:31:07,OL16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:31:07,OL16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:31:07,OL16,Sewer,Y,120.84,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:31:58,M32,Sewer,Y,520.81,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 20:45:00,WA14,Sewer,Y,150.0,Internal,UU Responsibility,
2020-06-15 20:45:00,WA14,Sewer,Y,185.52,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 20:51:38,CW8,Sewer,Y,91.06,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:00:00,WA15,Sewer,Y,224.66,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 21:00:00,WA15,Sewer,Y,238.28,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:03:59,SK5,Sewer,Y,91.91,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:04:54,WA14,Sewer,Y,832.84,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 21:22:14,M44,Sewer,Y,280.83,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:22:14,M44,Sewer,Y,280.83,Internal,UU Responsibility,Damp Patch
2020-06-15 21:30:00,WA14,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,150.0,Internal,UU Responsibility,Damp Patch
2020-06-15 21:30:00,WA14,Sewer,Y,153.18,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,153.18,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 21:30:00,WA14,Sewer,Y,162.38,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,178.71,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 21:30:00,WA14,Sewer,Y,178.71,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,178.71,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,178.71,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,182.11,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 21:30:00,WA14,Sewer,Y,182.11,Internal,UU Responsibility,Damp Patch
2020-06-15 21:30:00,WA14,Sewer,Y,182.11,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:30:00,WA14,Sewer,Y,182.11,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 21:30:00,WA14,Sewer,Y,188.92,Internal,UU Responsibility,Damp Patch
2020-06-15 21:30:00,WA15,Sewer,Y,224.66,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 21:30:00,WA14,Sewer,Y,231.47,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 21:30:00,WA15,Sewer,Y,238.28,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 21:30:00,WA15,Sewer,Y,338.7,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 21:34:11,M41,Sewer,Y,206.73,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 21:34:11,M41,Sewer,Y,208.74,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 21:34:11,M41,Sewer,Y,330.19,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-15 21:45:00,M31,Sewer,Y,562.99,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 22:00:00,WA14,Sewer,N,0.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 22:00:00,WA14,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 22:00:00,WA15,Sewer,Y,150.0,Internal,UU Responsibility,
2020-06-15 22:00:00,WA15,Sewer,Y,150.0,Internal,UU Responsibility,
2020-06-15 22:00:00,WA14,Sewer,Y,159.99,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 22:02:00,M28,Sewer,Y,126.7,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-15 22:02:18,WA13,Sewer,Y,337.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 22:02:18,WA13,Sewer,Y,393.16,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 23:30:00,BL5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-15 23:37:55,M28,Sewer,Y,150.0,Internal,UU Responsibility,
2020-06-15 23:37:55,M28,Sewer,Y,166.6,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 00:00:00,CH2 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,CH43 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,CW10 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,M14 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,M25 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,M26 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,M28 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,M34 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,M34 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,OL1 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,OL9 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,OL9 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,PR3 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,PR3 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,SK2 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,SK6 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,WA14 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-06-16 00:00:00,BB1 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,BB10 3,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,CW10 9,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,L19 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M17 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M17 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M33 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M33 7,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M34 3,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M34 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M35 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M43 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M44 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,M8 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,OL16 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,OL16 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,OL8 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,OL9 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,SK6 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,SK6 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 00:00:00,WA14 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-06-16 06:42:17,WA14,Sewer,Y,359.12,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 06:42:17,WA14,Sewer,Y,393.16,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-16 08:06:02,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:06:02,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:06:02,M41,Sewer,Y,491.88,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:09:48,M44,Sewer,Y,309.76,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-16 08:09:48,M44,Sewer,Y,309.76,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-16 08:30:36,CW9,Sewer,Y,104.67,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:44:47,M32,Sewer,Y,165.42,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:44:47,M32,Sewer,Y,207.64,Internal,UU Responsibility,
2020-06-16 08:44:47,M32,Sewer,Y,210.22,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-16 08:44:47,M32,Sewer,Y,221.26,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:44:47,M32,Sewer,Y,228.07,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-06-16 08:44:47,M32,Sewer,Y,228.07,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:44:47,M32,Sewer,Y,236.58,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-16 08:44:47,M32,Sewer,Y,452.73,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-16 08:46:02,CW11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:46:02,CW11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 08:53:48,WA14,Sewer,Y,182.11,Internal,UU Responsibility,Major Spill - 50mm +
2020-06-16 09:17:52,M28,Sewer,Y,125.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-06-16 09:17:52,M28,Sewer,Y,218.71,External,UU Responsibility,Minor Spill - 1 to 25mm
