Postcode,Raised Date,Flooding Cause,Location Of Flooding
TR1 1,2022-03-21,Blockage - Paper rag,Garden/Yard
PL23 1,2022-03-21,Blockage - Paper rag,Garden/Yard
EX19 8,2022-03-22,Blockage - Non sewage debris,Garden/Yard
PL7 1,2022-03-23,Blockage - Paper rag,Garden/Yard
PL25 3,2022-03-23,Blockage - Fat,Garden/Yard
TR14 7,2022-03-23,Blockage - Fat,Garden/Yard
TR7 2,2022-03-23,Blockage - Paper rag,Garden/Yard
TQ12 1,2022-03-24,Blockage - Roots,Garden/Yard
TR15 3,2022-03-24,Collapse/Burst,Garden/Yard
EX1 3,2022-03-25,Blockage - Paper rag,Garden/Yard
PL14 4,2022-03-25,Blockage - Non sewage debris,Garden/Yard
DT7 3,2022-03-26,Blockage - Roots,Driveway
PL14 6,2022-03-26,Blockage - Paper rag,Garden/Yard
PL14 4,2022-03-26,Blockage - Paper rag,Garden/Yard
TR6 0,2022-03-26,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
PL14 4,2022-03-26,Blockage - Paper rag,Garden/Yard
PL6 5,2022-03-27,Blockage - Paper rag,Garden/Yard
PL21 0,2022-03-27,Blockage - Paper rag,Garden/Yard
EX38 7,2022-03-27,Blockage - Paper rag,Garden/Yard
EX36 4,2022-03-27,Blockage - Paper rag,Garden/Yard
EX32 9,2022-03-27,Blockage - Paper rag,Garden/Yard
EX2 9,2022-03-28,Blockage - Paper rag,Garden/Yard
EX8 5,2022-03-28,Blockage - Non sewage debris,Garden/Yard
EX39 1,2022-03-28,Blockage - Paper rag,Garden/Yard
EX11 1,2022-03-28,Blockage - Paper rag,Garden/Yard
EX4 9,2022-03-28,Blockage - Roots,Garden/Yard
PL22 0,2022-03-28,Blockage - Silt,Garden/Yard
EX4 9,2022-03-28,Blockage - Roots,Garden/Yard
PL26 8,2022-03-29,Blockage - Paper rag,Garden/Yard
EX6 8,2022-03-29,Blockage - Paper rag,Garden/Yard
TQ2 6,2022-03-29,Blockage - Paper rag,Garden/Yard
EX5 4,2022-03-29,Blockage - Non sewage debris,Garden/Yard
EX14 2,2022-03-30,Blockage - Paper rag,Garden/Yard
PL25 5,2022-03-30,Blockage - Roots,Garden/Yard
EX6 8,2022-03-30,Blockage - Paper rag,Driveway
PL26 8,2022-03-30,Blockage - Paper rag,Garden/Yard
PL14 3,2022-03-30,Blockage - Paper rag,Garden/Yard
TQ3 3,2022-03-30,Blockage - Paper rag,Garden/Yard
EX8 2,2022-03-30,Blockage - Paper rag,Garden/Yard
PL24 2,2022-03-30,Blockage - Paper rag,Garden/Yard
TA22 9,2022-03-30,Blockage - Non sewage debris,Driveway
EX6 8,2022-03-30,Blockage - Paper rag,Garden/Yard
TR11 2,2022-03-30,Blockage - Non sewage debris,Garden/Yard
PL24 2,2022-03-30,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-03-31,Blockage - Fat,Garden/Yard
PL21 9,2022-04-01,Blockage - Paper rag,Driveway
PL15 9,2022-04-01,Blockage - Paper rag,Driveway
PL27 7,2022-04-01,Blockage - Paper rag,Garden/Yard
EX2 8,2022-04-01,Blockage - Roots,Garden/Yard
PL12 6,2022-04-01,Blockage - Paper rag,Garden/Yard
PL24 2,2022-04-02,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-04-02,Blockage - Fat,Garden/Yard
TQ12 4,2022-04-02,Blockage - Paper rag,Driveway
TQ4 5,2022-04-02,Blockage - Roots,Garden/Yard
PL19 8,2022-04-03,Blockage - Paper rag,Garden/Yard
PL14 5,2022-04-03,Blockage - Paper rag,Driveway
EX39 1,2022-04-04,Blockage - Paper rag,Garden/Yard
TR15 3,2022-04-04,Blockage - Fat,Garden/Yard
TR19 7,2022-04-04,Blockage - Paper rag,Garden/Yard
PL27 7,2022-04-04,Blockage - Fat,Garden/Yard
TR16 6,2022-04-04,Blockage - Paper rag,Garden/Yard
TR15 3,2022-04-04,Blockage - Fat,Garden/Yard
PL25 5,2022-04-05,Blockage - Paper rag,Driveway
TQ5 0,2022-04-05,Blockage - Roots,Garden/Yard
TQ8 8,2022-04-05,Blockage - Paper rag,Garden/Yard
PL14 6,2022-04-05,Blockage - Paper rag,Garden/Yard
TR15 3,2022-04-05,Hydraulic Overload,Garden/Yard
EX34 9,2022-04-05,Partial Collapse,Garden/Yard
EX7 9,2022-04-06,Blockage - Silt,Private Carpark
EX33 1,2022-04-06,Blockage - Roots,Garden/Yard
PL31 2,2022-04-06,Blockage - Fat,Private Carpark
EX16 6,2022-04-07,Blockage - Paper rag,Garden/Yard
TR13 9,2022-04-07,Blockage - Paper rag,Garden/Yard
PL24 2,2022-04-07,Blockage - Paper rag,Garden/Yard
EX6 6,2022-04-07,Blockage - Roots,Garden/Yard
EX5 4,2022-04-08,Blockage - Paper rag,Garden/Yard
TR27 5,2022-04-08,Blockage - Non sewage debris,Garden/Yard
EX31 2,2022-04-08,Blockage - Paper rag,Garden/Yard
PL27 7,2022-04-08,Blockage - Paper rag,Garden/Yard
PL13 1,2022-04-08,Blockage - Paper rag,Garden/Yard
EX5 4,2022-04-08,Blockage - Paper rag,Garden/Yard
TR27 5,2022-04-08,Blockage - Non sewage debris,Driveway
TR1 2,2022-04-09,Blockage - Non sewage debris,Garden/Yard
TQ7 2,2022-04-09,Blockage - Non sewage debris,Garden/Yard
PL19 9,2022-04-09,Blockage - Paper rag,Garden/Yard
TR11 4,2022-04-09,Blockage - Paper rag,Garden/Yard
TR1 2,2022-04-09,Blockage - Roots,Driveway
TR1 3,2022-04-10,Blockage - Paper rag,Garden/Yard
PL25 5,2022-04-11,Blockage - Roots,Driveway
TR26 2,2022-04-11,Blockage - Non sewage debris,Driveway
PL19 0,2022-04-11,Blockage - Fat,Driveway
PL14 4,2022-04-11,Blockage - Paper rag,Garden/Yard
PL15 8,2022-04-11,Blockage - Non sewage debris,Garden/Yard
TQ13 0,2022-04-12,Blockage - Paper rag,Driveway
PL25 3,2022-04-12,Blockage - Paper rag,Garden/Yard
EX38 7,2022-04-12,Blockage - Paper rag,Garden/Yard
EX38 7,2022-04-12,Blockage - Paper rag,Garden/Yard
TR14 7,2022-04-12,Blockage - Paper rag,Garden/Yard
EX14 4,2022-04-13,Blockage - Paper rag,Driveway
PL25 4,2022-04-13,Equipment Failure,Private Carpark
PL9 9,2022-04-13,Blockage - Paper rag,Garden/Yard
TQ6 9,2022-04-13,Blockage - Paper rag,Garden/Yard
TR11 3,2022-04-13,Blockage - Paper rag,Garden/Yard
TQ6 9,2022-04-13,Blockage - Paper rag,Garden/Yard
EX39 3,2022-04-14,Blockage - Non sewage debris,Garden/Yard
TQ6 9,2022-04-14,Blockage - Paper rag,Garden/Yard
TR6  0,2022-04-14,Blockage - Fat,Private Carpark
TQ13 0,2022-04-15,Blockage - Paper rag,Garden/Yard
EX2 7,2022-04-15,Blockage - Non sewage debris,Garden/Yard
TA20 3,2022-04-16,Blockage - Non sewage debris,Garden/Yard
EX9 6,2022-04-16,Blockage - Paper rag,Garden/Yard
EX32 7,2022-04-16,Blockage - Paper rag,Garden/Yard
PL14 6,2022-04-16,Blockage - Paper rag,Garden/Yard
PL11 2,2022-04-16,Blockage - Non sewage debris,Garden/Yard
TR26 1,2022-04-17,Blockage - Paper rag,Garden/Yard
EX14 4,2022-04-17,Blockage - Paper rag,Driveway
PL25 4,2022-04-18,Blockage - Silt,Garden/Yard
TR11 5,2022-04-18,Blockage - Fat,Garden/Yard
EX7 0,2022-04-19,Blockage - Paper rag,Garden/Yard
TQ1 2,2022-04-19,Blockage - Fat,Driveway
TR27 5,2022-04-19,Blockage - Paper rag,Garden/Yard
PL14 6,2022-04-19,Blockage - Paper rag,Garden/Yard
PL28 8,2022-04-20,Blockage - Roots,Garden/Yard
EX37 9,2022-04-20,Blockage - Non sewage debris,Garden/Yard
EX2 5,2022-04-20,Blockage - Non sewage debris,Garden/Yard
TR5 0,2022-04-20,Blockage - Paper rag,Garden/Yard
PL31 2,2022-04-20,Blockage - Non sewage debris,Driveway
TQ5 8,2022-04-20,Blockage - Paper rag,Garden/Yard
TR19 7,2022-04-20,Blockage - Paper rag,Garden/Yard
TQ5 9,2022-04-21,Blockage - Roots,Garden/Yard
EX14 1,2022-04-21,Blockage - Paper rag,Garden/Yard
PL25 5,2022-04-21,Blockage - Roots,Garden/Yard
PL27 7,2022-04-22,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
EX16 7,2022-04-22,Blockage - Roots,Garden/Yard
EX32 9,2022-04-22,Blockage - Non sewage debris,Driveway
PL12 4,2022-04-22,Blockage - Paper rag,Garden/Yard
TQ1 4,2022-04-23,Blockage - Roots,Driveway
PL24 2,2022-04-23,Blockage - Non sewage debris,Garden/Yard
PL13 2,2022-04-23,Blockage - Non sewage debris,Garden/Yard
EX20 2,2022-04-23,Blockage - Paper rag,Garden/Yard
EX8 4,2022-04-24,Blockage - Paper rag,Garden/Yard
PL5 2,2022-04-24,Blockage - Paper rag,Garden/Yard
PL14 5,2022-04-25,Blockage - Fat,Driveway
PL25 3,2022-04-25,Blockage - Non sewage debris,Garden/Yard
TR3 7,2022-04-25,Blockage - Paper rag,Private Carpark
EX23 0,2022-04-25,Blockage - Paper rag,Garden/Yard
PL26 8,2022-04-25,Blockage - Paper rag,Garden/Yard
PL24 2,2022-04-26,Blockage - Paper rag,Garden/Yard
PL2 1,2022-04-26,Blockage - Non sewage debris,Garden/Yard
PL21 9,2022-04-26,Blockage - Paper rag,Garden/Yard
TR16 6,2022-04-26,Blockage - Paper rag,Driveway
PL6 5,2022-04-26,Blockage - Paper rag,Garden/Yard
TQ3 3,2022-04-26,Blockage - Non sewage debris,Garden/Yard
PL24 2,2022-04-26,Blockage - Paper rag,Garden/Yard
PL9 9,2022-04-26,Blockage - Paper rag,Driveway
TQ12 6,2022-04-27,Blockage - Non sewage debris,Garden/Yard
PL26 6,2022-04-27,Blockage - Non sewage debris,Garden/Yard
PL17 8,2022-04-27,Blockage - Paper rag,Garden/Yard
TQ12 6,2022-04-27,Blockage - Paper rag,Garden/Yard
EX39 1,2022-04-28,Blockage - Paper rag,Garden/Yard
EX11 1,2022-04-28,Blockage - Fat,Garden/Yard
EX2 6,2022-04-28,Blockage - Paper rag,Garden/Yard
EX1 3,2022-04-28,Blockage - Paper rag,Garden/Yard
EX4 4,2022-04-28,Hydraulic Overload,Garden/Yard
EX15 2,2022-04-29,Blockage - Paper rag,Garden/Yard
PL31 1,2022-04-29,Blockage - Non sewage debris,Garden/Yard
PL31 2,2022-04-29,Blockage - Paper rag,Garden/Yard
TQ12 3,2022-04-30,Blockage - Non sewage debris,Garden/Yard
PL26 7,2022-04-30,Blockage - Non sewage debris,Garden/Yard
PL7 5,2022-04-30,Blockage - Paper rag,Garden/Yard
PL12 4,2022-04-30,Blockage - Paper rag,Garden/Yard
PL17 7,2022-05-01,Blockage - Non sewage debris,Garden/Yard
TR15 3,2022-05-02,Blockage - Non sewage debris,Garden/Yard
TQ4 6,2022-05-02,Blockage - Paper rag,Garden/Yard
PL25 3,2022-05-02,Blockage - Roots,Garden/Yard
PL25 4,2022-05-02,Blockage - Paper rag,Garden/Yard
PL15 9,2022-05-02,Blockage - Paper rag,Driveway
TR15 3,2022-05-02,Blockage - Non sewage debris,Garden/Yard
TR26 3,2022-05-03,Blockage - Non sewage debris,Private Carpark
PL24 2,2022-05-04,Blockage - Paper rag,Garden/Yard
PL25 3,2022-05-04,Blockage - Paper rag,Garden/Yard
PL12 4,2022-05-04,Blockage - Paper rag,Garden/Yard
EX1 3,2022-05-04,Blockage - Paper rag,Garden/Yard
PL24 2,2022-05-04,Blockage - Paper rag,Garden/Yard
PL8 2,2022-05-04,Blockage - Paper rag,Garden/Yard
EX6 7,2022-05-04,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL12 6,2022-05-04,Blockage - Paper rag,Driveway
TR16 4,2022-05-04,Blockage - Roots,Garden/Yard
TR5 0,2022-05-04,Blockage - Paper rag,Garden/Yard
EX15 3,2022-05-04,Blockage - Paper rag,Garden/Yard
TR16 6,2022-05-04,Blockage - Paper rag,Garden/Yard
PL29 3,2022-05-05,Blockage - Paper rag,Garden/Yard
EX39 4,2022-05-05,Blockage - Roots,Garden/Yard
TQ4 6,2022-05-05,Blockage - Paper rag,Garden/Yard
EX16 4,2022-05-05,Blockage - Paper rag,Garden/Yard
PL13 2,2022-05-05,Blockage - Fat,Garden/Yard
EX16 4,2022-05-05,Blockage - Paper rag,Garden/Yard
PL28 8,2022-05-05,Blockage - Paper rag,Garden/Yard
EX7 9,2022-05-05,Blockage - Fat,Private Carpark
PL26 8,2022-05-05,Blockage - Paper rag,Garden/Yard
EX1 2,2022-05-05,Blockage - Paper rag,Garden/Yard
PL14 3,2022-05-06,Blockage - Paper rag,Garden/Yard
TQ4 7,2022-05-06,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-05-07,Blockage - Paper rag,Garden/Yard
EX39 3,2022-05-08,Blockage - Paper rag,Garden/Yard
EX11 1,2022-05-08,Blockage - Non sewage debris,Garden/Yard
EX15 2,2022-05-08,Blockage - Non sewage debris,Garden/Yard
EX14 1,2022-05-08,Blockage - Non sewage debris,Garden/Yard
PL24 2,2022-05-09,Blockage - Paper rag,Garden/Yard
PL31 1,2022-05-09,Blockage - Roots,Garden/Yard
PL13 1,2022-05-09,Blockage - Paper rag,Garden/Yard
EX7 0,2022-05-09,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
TR15 2,2022-05-09,Blockage - Paper rag,Driveway
PL23 1,2022-05-10,Blockage - Non sewage debris,Garden/Yard
EX16 4,2022-05-10,Blockage - Non sewage debris,Garden/Yard
TR9 6,2022-05-10,Blockage - Roots,Garden/Yard
PL15 8,2022-05-10,Blockage - Non sewage debris,Garden/Yard
PL23 1,2022-05-10,Blockage - Non sewage debris,Garden/Yard
PL23 1,2022-05-11,Blockage - Paper rag,Garden/Yard
EX15 2,2022-05-11,Blockage - Paper rag,Garden/Yard
EX22 6,2022-05-11,Blockage - Paper rag,Garden/Yard
PL14 3,2022-05-12,Blockage - Paper rag,Garden/Yard
EX8 3,2022-05-12,Blockage - Paper rag,Garden/Yard
PL7 1,2022-05-12,Blockage - Paper rag,Garden/Yard
PL27 6,2022-05-12,Blockage - Paper rag,Garden/Yard
PL21 9,2022-05-12,Blockage - Paper rag,Garden/Yard
PL25 3,2022-05-12,Blockage - Paper rag,Driveway
EX7 9,2022-05-12,Hydraulic Overload,Garden/Yard
EX39 3,2022-05-12,Blockage - Roots,Garden/Yard
TQ12 3,2022-05-13,Blockage - Paper rag,Garden/Yard
PL14 5,2022-05-13,Blockage - Non sewage debris,Driveway
TR3 6,2022-05-13,Blockage - Roots,Driveway
TR7 2,2022-05-13,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-05-13,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-05-13,Blockage - Non sewage debris,Garden/Yard
EX32 7,2022-05-14,Blockage - Non sewage debris,Garden/Yard
PL10 1,2022-05-14,Blockage - Fat,Garden/Yard
TQ7 1,2022-05-14,Blockage - Fat,Private Carpark
TR4 8,2022-05-14,Collapse/Burst,Garden/Yard
EX1 3,2022-05-14,Blockage - Paper rag,Garden/Yard
EX4 9,2022-05-14,Blockage - Non sewage debris,Garden/Yard
TQ1 4,2022-05-15,Blockage - Non sewage debris,Garden/Yard
PL9 9,2022-05-15,Blockage - Paper rag,Garden/Yard
EX6 8,2022-05-16,Blockage - Paper rag,Driveway
TQ12 3,2022-05-16,Blockage - Non sewage debris,Garden/Yard
TR13 8,2022-05-17,Blockage - Paper rag,Garden/Yard
EX12 2,2022-05-17,Blockage - Roots,Garden/Yard
TQ7 2,2022-05-17,Blockage - Paper rag,Garden/Yard
TQ4 5,2022-05-17,Blockage - Roots,Garden/Yard
EX12 2,2022-05-17,Blockage - Roots,Garden/Yard
PL14 4,2022-05-18,Blockage - Non sewage debris,Garden/Yard
TR15 1,2022-05-18,Blockage - Paper rag,Garden/Yard
PL6 6,2022-05-18,Blockage - Paper rag,Garden/Yard
PL13 2,2022-05-18,Blockage - Roots,Driveway
TR15 1,2022-05-18,Blockage - Paper rag,Garden/Yard
EX33 2,2022-05-19,Blockage - Paper rag,Garden/Yard
TR1 3,2022-05-19,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
EX3 0,2022-05-19,Blockage - Paper rag,Garden/Yard
PL6 8,2022-05-19,Blockage - Paper rag,Garden/Yard
PL26 8,2022-05-19,Blockage - Paper rag,Garden/Yard
PL14 3,2022-05-20,Blockage - Paper rag,Garden/Yard
EX6 8,2022-05-20,Blockage - Roots,Garden/Yard
TR18 4,2022-05-21,Blockage - Paper rag,Garden/Yard
EX39 5,2022-05-21,Blockage - Paper rag,Garden/Yard
TR8 4,2022-05-21,Blockage - Roots,Garden/Yard
TQ7 2,2022-05-21,Blockage - Paper rag,Garden/Yard
PL13 1,2022-05-21,Blockage - Non sewage debris,Garden/Yard
PL9 9,2022-05-21,Blockage - Paper rag,Garden/Yard
TR6 0,2022-05-22,Blockage - Non sewage debris,Driveway
PL12 4,2022-05-22,Blockage - Fat,Garden/Yard
TR1 3,2022-05-22,Blockage - Paper rag,Garden/Yard
TQ1 4,2022-05-23,Blockage - Non sewage debris,Garden/Yard
TR9 6,2022-05-23,Blockage - Paper rag,Garden/Yard
EX4 7,2022-05-23,Blockage - Paper rag,Garden/Yard
TQ2 6,2022-05-24,Blockage - Paper rag,Garden/Yard
TQ2 5,2022-05-24,Blockage - Non sewage debris,Garden/Yard
EX23 8,2022-05-24,Blockage - Paper rag,Garden/Yard
PL28 8,2022-05-24,Blockage - Paper rag,Garden/Yard
EX2 5,2022-05-24,Blockage - Paper rag,Garden/Yard
EX14 1,2022-05-24,Blockage - Paper rag,Garden/Yard
PL15 9,2022-05-25,Blockage - Paper rag,Driveway
PL24 2,2022-05-26,Blockage - Fat,Garden/Yard
EX2 7,2022-05-26,Blockage - Paper rag,Garden/Yard
TQ11 0,2022-05-26,Blockage - Paper rag,Garden/Yard
PL15 7,2022-05-26,Blockage - Paper rag,Garden/Yard
TR20 9,2022-05-27,Blockage - Paper rag,Garden/Yard
TQ1 1,2022-05-27,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
TQ5 0,2022-05-27,Blockage - Paper rag,Garden/Yard
TR11 2,2022-05-27,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-05-27,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-05-27,Blockage - Paper rag,Driveway
EX19 8,2022-05-28,Blockage - Paper rag,Garden/Yard
EX5 5,2022-05-28,Blockage - Paper rag,Garden/Yard
PL1 2,2022-05-28,Blockage - Fat,Private Carpark
PL14 4,2022-05-28,Blockage - Non sewage debris,Garden/Yard
PL6 5,2022-05-28,Blockage - Paper rag,Garden/Yard
TQ14 8,2022-05-29,Blockage - Paper rag,Garden/Yard
PL26 6,2022-05-29,Blockage - Paper rag,Driveway
EX31 1,2022-05-29,Blockage - Non sewage debris,Garden/Yard
TR11 3,2022-05-29,Blockage - Fat,Driveway
EX17 6,2022-05-29,Blockage - Paper rag,Garden/Yard
TQ12 5,2022-05-29,Hydraulic Overload,Garden/Yard
PL26 7,2022-05-29,Equipment Failure,Garden/Yard
EX17 6,2022-05-29,Blockage - Paper rag,Garden/Yard
TR15 3,2022-05-30,Blockage - Non sewage debris,Garden/Yard
PL25 4,2022-05-30,Blockage - Paper rag,Driveway
PL25 5,2022-05-30,Suspected Hydraulic Overload,Garden/Yard
PL31 1,2022-05-30,Blockage - Roots,Garden/Yard
EX34 7,2022-05-30,Blockage - Paper rag,Garden/Yard
TR9 6,2022-05-30,Blockage - Roots,Garden/Yard
TQ14 8,2022-05-30,Blockage - Paper rag,Driveway
EX14 1,2022-05-30,Hydraulic Overload,Private Carpark
PL31 1,2022-05-30,Blockage - Roots,Garden/Yard
EX34 7,2022-05-30,Blockage - Paper rag,Garden/Yard
EX14 4,2022-05-31,Blockage - Non sewage debris,Garden/Yard
PL27 6,2022-05-31,Blockage - Roots,Garden/Yard
PL26 7,2022-06-01,Blockage - Paper rag,Garden/Yard
EX14 4,2022-06-01,Blockage - Paper rag,Driveway
TQ7 3,2022-06-01,Blockage - Fat,Garden/Yard
TR26 2,2022-06-02,Blockage - Paper rag,Garden/Yard
PL1 3,2022-06-02,Blockage - Paper rag,Garden/Yard
TQ1 4,2022-06-02,Blockage - Paper rag,Garden/Yard
PL13 2,2022-06-02,Blockage - Paper rag,Garden/Yard
PL25 4,2022-06-02,Blockage - Paper rag,Garden/Yard
PL31 2,2022-06-02,Blockage - Paper rag,Garden/Yard
TR5 0,2022-06-02,Blockage - Fat,Private Carpark
PL27 7,2022-06-02,Blockage - Paper rag,Garden/Yard
PL21 9,2022-06-02,Blockage - Paper rag,Driveway
PL5 1,2022-06-03,Blockage - Paper rag,Garden/Yard
TQ12 4,2022-06-03,Blockage - Paper rag,Garden/Yard
PL15 8,2022-06-03,Blockage - Paper rag,Garden/Yard
PL15 8,2022-06-03,Blockage - Paper rag,Garden/Yard
TQ12 4,2022-06-04,Blockage - Roots,Garden/Yard
EX8 4,2022-06-04,Blockage - Paper rag,Garden/Yard
EX20 1,2022-06-04,Partial Collapse,Garden/Yard
PL26 7,2022-06-04,Blockage - Paper rag,Driveway
TQ7 1,2022-06-04,Blockage - Fat,Garden/Yard
EX12 2,2022-06-04,Blockage - Paper rag,Driveway
TQ5 9,2022-06-04,Blockage - Paper rag,Driveway
PL25 5,2022-06-04,Blockage - Paper rag,Garden/Yard
TQ7 1,2022-06-05,Hydraulic Overload,Garden/Yard
EX14 3,2022-06-05,Blockage - Paper rag,Garden/Yard
TQ3 3,2022-06-05,Blockage - Paper rag,Garden/Yard
PL11 3,2022-06-05,Blockage - Non sewage debris,Garden/Yard
EX33 1,2022-06-05,Blockage - Non sewage debris,Garden/Yard
EX12 2,2022-06-05,Blockage - Non sewage debris,Garden/Yard
TQ7 2,2022-06-05,Hydraulic Overload,Driveway
TQ2 8,2022-06-05,Blockage - Roots,Garden/Yard
PL26 7,2022-06-05,Equipment Failure,Driveway
PL29 3,2022-06-06,Blockage - Non sewage debris,Garden/Yard
PL26 8,2022-06-06,Blockage - Non sewage debris,Driveway
PL14 3,2022-06-06,Blockage - Roots,Garden/Yard
EX23 9,2022-06-07,Collapse/Burst,Garden/Yard
EX5 5,2022-06-07,Blockage - Paper rag,Garden/Yard
TQ1 4,2022-06-07,Blockage - Non sewage debris,Garden/Yard
PL21 0,2022-06-07,Blockage - Paper rag,Garden/Yard
PL30 3,2022-06-08,Blockage - Fat,Garden/Yard
EX17 5,2022-06-08,Blockage - Paper rag,Driveway
EX4 2,2022-06-09,Blockage - Non sewage debris,Garden/Yard
TR26 2,2022-06-09,Blockage - Non sewage debris,Garden/Yard
PL14 4,2022-06-09,Blockage - Paper rag,Garden/Yard
TR19 7,2022-06-09,Blockage - Paper rag,Garden/Yard
PL19 0,2022-06-10,Blockage - Paper rag,Garden/Yard
TR1 1,2022-06-10,Blockage - Paper rag,Garden/Yard
EX4 1,2022-06-11,Blockage - Paper rag,Garden/Yard
DT7 3,2022-06-12,Blockage - Fat,Garden/Yard
TR16 6,2022-06-12,Blockage - Roots,Garden/Yard
PL14 6,2022-06-12,Blockage - Paper rag,Garden/Yard
PL19 9,2022-06-13,Blockage - Fat,Driveway
TR11 5,2022-06-13,Blockage - Non sewage debris,Garden/Yard
TQ7 2,2022-06-13,Blockage - Paper rag,Garden/Yard
DT7 3,2022-06-13,Blockage - Non sewage debris,Garden/Yard
EX4 2,2022-06-13,Blockage - Silt,Driveway
EX8 4,2022-06-13,Blockage - Paper rag,Garden/Yard
EX4 4,2022-06-14,Blockage - Roots,Garden/Yard
TQ2 6,2022-06-14,Blockage - Paper rag,Garden/Yard
PL25 3,2022-06-14,Blockage - Paper rag,Garden/Yard
PL15 7,2022-06-15,Blockage - Paper rag,Garden/Yard
EX4 1,2022-06-15,Blockage - Non sewage debris,Garden/Yard
TQ5 9,2022-06-15,Blockage - Paper rag,Garden/Yard
PL14 3,2022-06-16,Blockage - Paper rag,Garden/Yard
EX20 3,2022-06-16,Blockage - Paper rag,Garden/Yard
TR27 5,2022-06-16,Blockage - Non sewage debris,Driveway
PL14 3,2022-06-16,Blockage - Paper rag,Garden/Yard
TR13 9,2022-06-17,Blockage - Paper rag,Driveway
TQ8 8,2022-06-17,Blockage - Fat,Driveway
PL13 1,2022-06-17,Blockage - Non sewage debris,Garden/Yard
TQ5 9,2022-06-17,Blockage - Non sewage debris,Driveway
TQ14 9,2022-06-17,Blockage - Non sewage debris,Garden/Yard
PL12 5,2022-06-17,Blockage - Paper rag,Driveway
EX4 8,2022-06-17,Blockage - Non sewage debris,Garden/Yard
EX11 1,2022-06-17,Blockage - Roots,Garden/Yard
EX34 8,2022-06-18,Blockage - Paper rag,Garden/Yard
PL30 5,2022-06-18,Blockage - Paper rag,Driveway
EX16 7,2022-06-18,Blockage - Paper rag,Driveway
PL14 5,2022-06-19,Blockage - Non sewage debris,Driveway
TQ2 7,2022-06-19,Blockage - Non sewage debris,Garden/Yard
TR7 1,2022-06-21,Collapse/Burst,Garden/Yard
TR3 6,2022-06-21,Blockage - Paper rag,Garden/Yard
TQ7 2,2022-06-21,Blockage - Paper rag,Garden/Yard
TR3 7,2022-06-21,Blockage - Fat,Garden/Yard
PL1 5,2022-06-21,Blockage - Paper rag,Garden/Yard
TR16 6,2022-06-22,Partial Collapse,Driveway
TQ3 3,2022-06-22,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-06-22,Blockage - Paper rag,Garden/Yard
TR20 8,2022-06-22,Collapse/Burst,Garden/Yard
PL24 2,2022-06-22,Blockage - Paper rag,Garden/Yard
EX32 0,2022-06-22,Blockage - Paper rag,Garden/Yard
TR14 0,2022-06-23,Blockage - Non sewage debris,Driveway
TR7 2,2022-06-23,Blockage - Paper rag,Garden/Yard
TR1 1,2022-06-23,Blockage - Paper rag,Garden/Yard
PL7 4,2022-06-23,Blockage - Paper rag,Garden/Yard
TR27 5,2022-06-23,Blockage - Non sewage debris,Garden/Yard
TQ7 1,2022-06-24,Blockage - Paper rag,Garden/Yard
EX39 1,2022-06-24,Blockage - Paper rag,Garden/Yard
TQ13 8,2022-06-24,Blockage - Paper rag,Garden/Yard
TR14 9,2022-06-24,Blockage - Non sewage debris,Garden/Yard
TQ14 0,2022-06-25,Blockage - Roots,Garden/Yard
TQ5 0,2022-06-26,Blockage - Paper rag,Garden/Yard
TR15 1,2022-06-26,Blockage - Non sewage debris,Garden/Yard
TR15 2,2022-06-27,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
EX8 5,2022-06-27,Blockage - Non sewage debris,Garden/Yard
TR11 2,2022-06-27,Collapse/Burst,Garden/Yard
EX9 6,2022-06-27,Blockage - Non sewage debris,Driveway
TR26 2,2022-06-27,Blockage - Non sewage debris,Garden/Yard
TR11 5,2022-06-27,Blockage - Non sewage debris,Garden/Yard
EX8 4,2022-06-27,Blockage - Non sewage debris,Garden/Yard
PL21 0,2022-06-27,Blockage - Fat,Detached Garage/Store (& garages without internal connecting door to property)
EX39 1,2022-06-27,Blockage - Paper rag,Garden/Yard
PL14 6,2022-06-27,Blockage - Paper rag,Garden/Yard
TR26 2,2022-06-27,Blockage - Non sewage debris,Garden/Yard
TR17 0,2022-06-28,Blockage - Non sewage debris,Garden/Yard
